Location ID,Location Name,Location Type,Location Primary Inspection Category,Location Street Address,Location Address Line 2,Location City,Location Post Code,Service / Population Group,Key Question,Latest Rating,CQC Rating - Safe,CQC Rating - Effective,CQC Rating - Caring,CQC Rating - Responsive,CQC Rating - Well-Led,Publication Date,Report Type,URL,Provider ID,Provider Name,Brand ID,Brand Name
R0B0X,Sunderland Eye Infirmary ,NHS,Hospitals ,Queen Alexandra Road , ,Sunderland ,SR2 9HP,Overall,Overall,Good,Good,Good,Good,Good,Good,20/01/2015,Location,http://www.cqc.org.uk/location/R0B0X,R0B,South Tynside and Sunderland NHS Foundation Trust ,,-
R0B1G,University Hospital Durham ,NHS,Hospitals ,Dryburn Hospital , ,Durham ,DH1 5TW,Overall,Overall,Good,Good,Good,Good,Good,Good,,No Data,,R0B,South Tynside and Sunderland NHS Foundation Trust ,,-
R1A96,Malvern Community Hospital ,NHS,Hospitals ,185 Worcester Road , ,Malvern ,WR14 1EX,Overall,Overall,Good,Good,Good,Good,Good,Good,01/06/2018,Provider,http://www.cqc.org.uk/provider/R1A,R1A,Worcestershire Health and Care NHS Trust ,,-
R1AAH,Evesham Community Hospital ,NHS,Hospitals ,Waterside , ,Evesham ,WR11 1JT,Overall,Overall,Good,Good,Good,Good,Good,Good,01/06/2018,Provider,http://www.cqc.org.uk/provider/R1A,R1A,Worcestershire Health and Care NHS Trust ,,-
R1AAN,Tenbury Community Hospital ,NHS,Hospitals ,Worcester Road , ,Tenbury Wells ,WR15 8AP,Overall,Overall,Good,Good,Good,Good,Good,Good,01/06/2018,Provider,http://www.cqc.org.uk/provider/R1A,R1A,Worcestershire Health and Care NHS Trust ,,-
R1ACG,Princess of Wales Community Hospital ,NHS,Hospitals ,Stourbridge Road , ,Bromsgrove ,B61 0BB,Overall,Overall,Good,Good,Good,Good,Good,Good,01/06/2018,Provider,http://www.cqc.org.uk/provider/R1A,R1A,Worcestershire Health and Care NHS Trust ,,-
R1ACW,Pershore Community Hospital ,NHS,Hospitals ,Queen Elizabeth House ,Queen Elizabeth Drive ,Pershore ,WR10 1PS,Overall,Overall,Good,Good,Good,Good,Good,Good,01/06/2018,Provider,http://www.cqc.org.uk/provider/R1A,R1A,Worcestershire Health and Care NHS Trust ,,-
R1AX1,29/30 Commercial Road ,NHS,Hospitals ,29-30 Commercial Road , ,Hereford ,HR1 2BG,Overall,Overall,Good,Good,Good,Good,Good,Good,01/06/2018,Provider,http://www.cqc.org.uk/provider/R1A,R1A,Worcestershire Health and Care NHS Trust ,,-
R1C03,Western Community Hospital ,NHS,Hospitals ,William Macleod Way ,Millbrook ,Southampton ,SO16 4XE,Overall,Overall,Good,Good,Good,Outstanding,Good,Good,27/02/2019,Provider,http://www.cqc.org.uk/provider/R1C,R1C,Solent NHS Trust ,,-
R1CD1,Adelaide Health Centre ,NHS,Hospitals ,William Macleod Way ,Millbrook ,Southampton ,SO16 4XE,Overall,Overall,Good,Good,Good,Good,Good,Good,24/12/2018,Location,http://www.cqc.org.uk/location/R1CD1,R1C,Solent NHS Trust ,,-
R1CF2,St James Hospital ,NHS,Hospitals ,Locksway Road ,Milton ,Southsea ,PO4 8LD,Overall,Overall,Good,Good,Good,Outstanding,Good,Good,27/02/2019,Provider,http://www.cqc.org.uk/provider/R1C,R1C,Solent NHS Trust ,,-
R1D25,Bishop's Castle Community Hospital ,NHS,Hospitals ,Stone House ,Union Street ,Bishops Castle ,SY9 5AJ,Overall,Overall,Good,Good,Good,Good,Good,Good,01/08/2019,Provider,http://www.cqc.org.uk/provider/R1D,R1D,Shropshire Community Health NHS Trust ,,-
R1D34,Whitchurch Community Hospital ,NHS,Hospitals ,Claypit Street ,Deermoss ,Whitchurch ,SY13 1NT,Overall,Overall,Good,Good,Good,Good,Good,Good,01/08/2019,Provider,http://www.cqc.org.uk/provider/R1D,R1D,Shropshire Community Health NHS Trust ,,-
R1E,Staffordshire and Stoke on Trent Partnership NHS Trust ,NHS,,,,,ST5 1QG,Overall,Overall,Requires Improvement,Requires Improvement,Requires Improvement,Good,Requires Improvement,Inadequate,,No Data,,R1E,Staffordshire and Stoke on Trent Partnership NHS Trust ,,-
R1F01,St Mary's Hospital ,NHS,Hospitals ,Parkhurst Road , ,Newport ,PO30 5TG,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,04/09/2019,Location,http://www.cqc.org.uk/location/R1F01,R1F,Isle of Wight NHS Trust ,,-
R1H12,The Royal London Hospital ,NHS,Hospitals ,Whitechapel Road ,Whitechapel ,London ,E1 1BB,Overall,Overall,Good,Good,Good,Good,Requires improvement,Good,05/04/2019,Location,http://www.cqc.org.uk/location/R1H12,R1H,Barts Health NHS Trust ,,-
R1HKH,Whipps Cross University Hospital ,NHS,Hospitals ,Whipps Cross Road ,Leytonstone ,London ,E11 1NR,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Requires improvement,12/02/2019,Location,http://www.cqc.org.uk/location/R1HKH,R1H,Barts Health NHS Trust ,,-
R1HM0,St Bartholomew's Hospital ,NHS,Hospitals ,West Smithfield , ,London ,EC1A 7BE,Overall,Overall,Good,Good,Good,Good,Good,Outstanding,20/09/2017,Location,http://www.cqc.org.uk/location/R1HM0,R1H,Barts Health NHS Trust ,,-
R1HNH,Newham University Hospital ,NHS,Hospitals ,Glen Road ,Plaistow ,London ,E13 8SL,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,12/02/2019,Location,http://www.cqc.org.uk/location/R1HNH,R1H,Barts Health NHS Trust ,,-
R1K01,Northwick Park Hospital ,NHS,Hospitals ,Watford Road , ,Harrow ,HA1 3UJ,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,25/03/2019,Location,http://www.cqc.org.uk/location/R1K01,R1K,London North West University Healthcare NHS Trust ,,-
R1K02,Central Middlesex Hospital ,NHS,Hospitals ,Acton Lane ,Park Royal ,London ,NW10 7NS,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,31/08/2018,Provider,http://www.cqc.org.uk/provider/R1K,R1K,London North West University Healthcare NHS Trust ,,-
R1K03,St Mark's Hospital ,NHS,Hospitals ,Watford Road , ,Harrow ,HA1 3UJ,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,31/08/2018,Provider,http://www.cqc.org.uk/provider/R1K,R1K,London North West University Healthcare NHS Trust ,,-
R1K04,Ealing Hospital ,NHS,Hospitals ,Uxbridge Road , ,Southall ,UB1 3HU,Overall,Overall,Requires improvement,Inadequate,Requires improvement,Good,Requires improvement,Requires improvement,25/03/2019,Location,http://www.cqc.org.uk/location/R1K04,R1K,London North West University Healthcare NHS Trust ,,-
R1K68,Clayponds Hospital ,NHS,Hospitals ,Sterling Place ,Ealing ,London ,W5 4RN,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,31/08/2018,Provider,http://www.cqc.org.uk/provider/R1K,R1K,London North West University Healthcare NHS Trust ,,-
R1L,Essex Partnership University NHS Foundation Trust ,NHS,,,,,SS11 7XX,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,26/07/2018,Provider,http://www.cqc.org.uk/provider/R1L,R1L,Essex Partnership University NHS Foundation Trust ,,-
RA201,Royal Surrey County Hospital ,NHS,Hospitals ,Egerton Road , ,Guildford ,GU2 7XX,Overall,Overall,Good,Good,Good,Good,Outstanding,Good,25/05/2018,Location,http://www.cqc.org.uk/location/RA201,RA2,Royal Surrey County Hospital NHS Foundation Trust ,,-
RA219,Haslemere Hospital ,NHS,Hospitals ,Church Lane , ,Haslemere ,GU27 2BQ,Overall,Overall,Good,Good,Good,Good,Outstanding,Good,25/05/2018,Provider,http://www.cqc.org.uk/provider/RA2,RA2,Royal Surrey County Hospital NHS Foundation Trust ,,-
RA224,Milford Hospital ,NHS,Hospitals ,Tuesley Lane , ,Godalming ,GU7 1UF,Overall,Overall,Good,Good,Good,Good,Outstanding,Good,25/05/2018,Provider,http://www.cqc.org.uk/provider/RA2,RA2,Royal Surrey County Hospital NHS Foundation Trust ,,-
RA301,Weston General Hospital ,NHS,Hospitals ,"Grange Road, Uphill ", ,Weston-Super-Mare ,BS23 4TQ,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Requires improvement,26/06/2019,Location,http://www.cqc.org.uk/location/RA301,RA3,Weston Area Health NHS Trust ,,-
RA430,Yeovil District Hospital ,NHS,Hospitals ,Higher Kingston , ,Yeovil ,BA21 4AT,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,08/05/2019,Location,http://www.cqc.org.uk/location/RA430,RA4,Yeovil District Hospital NHS Foundation Trust ,,-
RA773,South Bristol NHS Community Hospital ,NHS,Hospitals ,Hengrove Promenade , ,Bristol ,BS14 0DE,Overall,Overall,Good,Good,Good,Good,Good,Good,02/12/2014,Location,http://www.cqc.org.uk/location/RA773,RA7,University Hospitals Bristol NHS Foundation Trust ,,-
RA7C1,Bristol Royal Infirmary ,NHS,Hospitals ,Bristol Royal Infirmary ,Upper Maudlin Street ,Bristol ,BS2 8HW,Overall,Overall,Outstanding,Requires improvement,Good,Outstanding,Good,Outstanding,16/08/2019,Location,http://www.cqc.org.uk/location/RA7C1,RA7,University Hospitals Bristol NHS Foundation Trust ,,-
RA7CQ,Central Health Clinic ,NHS,Hospitals ,Tower Hill , ,Bristol ,BS2 0JD,Overall,Overall,Good,Good,Good,Good,Good,Good,02/12/2014,Location,http://www.cqc.org.uk/location/RA7CQ,RA7,University Hospitals Bristol NHS Foundation Trust ,,-
RA901,Torbay Hospital ,NHS,Hospitals ,Hengrave House ,"Torbay Hospital, Lawes Bridge ",Torquay ,TQ2 7AA,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,17/05/2018,Location,http://www.cqc.org.uk/location/RA901,RA9,Torbay and South Devon NHS Foundation Trust ,,-
RA952,Ashburton and Buckfastleigh Hospital ,NHS,Hospitals ,Eastern Road , ,Ashburton ,TQ13 7AP,Overall,Overall,Good,Requires improvement,Good,Outstanding,Good,Good,17/05/2018,Provider,http://www.cqc.org.uk/provider/RA9,RA9,Torbay and South Devon NHS Foundation Trust ,,-
RA954,Brixham Hospital ,NHS,Hospitals ,Greenswood Road , ,Brixham ,TQ5 9HN,Overall,Overall,Good,Requires improvement,Good,Outstanding,Good,Good,17/05/2018,Provider,http://www.cqc.org.uk/provider/RA9,RA9,Torbay and South Devon NHS Foundation Trust ,,-
RA956,Dawlish Hospital ,NHS,Hospitals ,Barton Terrace , ,Dawlish ,EX7 9DH,Overall,Overall,Good,Requires improvement,Good,Outstanding,Good,Good,17/05/2018,Provider,http://www.cqc.org.uk/provider/RA9,RA9,Torbay and South Devon NHS Foundation Trust ,,-
RA957,Newton Abbot Hospital ,NHS,Hospitals ,Jetty Marsh Road , ,Newton Abbot ,TQ12 2TS,Overall,Overall,Good,Requires improvement,Good,Outstanding,Good,Good,17/05/2018,Provider,http://www.cqc.org.uk/provider/RA9,RA9,Torbay and South Devon NHS Foundation Trust ,,-
RA959,Teignmouth Hospital ,NHS,Hospitals ,Mill Lane , ,Teignmouth ,TQ14 9BQ,Overall,Overall,Good,Requires improvement,Good,Outstanding,Good,Good,17/05/2018,Provider,http://www.cqc.org.uk/provider/RA9,RA9,Torbay and South Devon NHS Foundation Trust ,,-
RA979,Totnes Hospital ,NHS,Hospitals ,Coronation Road , ,Totnes ,TQ9 5GH,Overall,Overall,Good,Requires improvement,Good,Outstanding,Good,Good,17/05/2018,Provider,http://www.cqc.org.uk/provider/RA9,RA9,Torbay and South Devon NHS Foundation Trust ,,-
RAE01,Bradford Royal Infirmary ,NHS,Hospitals ,Trust Headquarters ,Bradford Royal Infirmary ,Bradford ,BD9 6RJ,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,15/06/2018,Location,http://www.cqc.org.uk/location/RAE01,RAE,Bradford Teaching Hospitals NHS Foundation Trust ,,-
RAE05,St Luke's Hospital ,NHS,Hospitals ,Little Horton Lane , ,Bradford ,BD5 0NA,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Requires improvement,24/06/2016,Location,http://www.cqc.org.uk/location/RAE05,RAE,Bradford Teaching Hospitals NHS Foundation Trust ,,-
RAJ01,Southend University Hospital ,NHS,Hospitals ,Prittlewell Chase , ,Westcliff on Sea ,SS0 0RY,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Good,24/04/2018,Location,http://www.cqc.org.uk/location/RAJ01,RAJ,Southend University Hospital NHS Foundation Trust ,,-
RAL01,The Royal Free Hospital ,NHS,Hospitals ,Pond Street ,Pond Street ,London ,NW3 2QG,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Requires improvement,10/05/2019,Location,http://www.cqc.org.uk/location/RAL01,RAL,Royal Free London NHS Foundation Trust ,,-
RAL26,Barnet General Hospital ,NHS,Hospitals ,Wellhouse Lane , ,Barnet ,EN5 3DJ,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Good,10/05/2019,Location,http://www.cqc.org.uk/location/RAL26,RAL,Royal Free London NHS Foundation Trust ,,-
RAL80,Hadley Wood Hospital ,NHS,Hospitals ,52 Moxon Street , ,Barnet ,EN5 5TS,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Good,10/05/2019,Provider,http://www.cqc.org.uk/provider/RAL,RAL,Royal Free London NHS Foundation Trust ,,-
RALC7,Chase Farm Hospital ,NHS,Hospitals ,The Ridgeway , ,Enfield ,EN2 8JL,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,10/05/2019,Location,http://www.cqc.org.uk/location/RALC7,RAL,Royal Free London NHS Foundation Trust ,,-
RALRA,Edgware Community Hospital ,NHS,Hospitals ,Burnt Oak Broadway , ,Edgware ,HA8 0AD,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Good,10/05/2019,Provider,http://www.cqc.org.uk/provider/RAL,RAL,Royal Free London NHS Foundation Trust ,,-
RAN01,The Royal National Orthopaedic Hospital (Stanmore) ,NHS,Hospitals ,Royal National Orthopaedic Hospital ,Brockley Hill ,Stanmore ,HA7 4LP,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,22/03/2019,Location,http://www.cqc.org.uk/location/RAN01,RAN,Royal National Orthopaedic Hospital NHS Trust ,,-
RAN02,Royal National Orthopaedic Hospital (Bolsover Street) ,NHS,Hospitals ,45-51 Bolsover Street , ,London ,W1W 5AQ,Overall,Overall,Good,Good,Good,Good,Good,Good,22/03/2019,Location,http://www.cqc.org.uk/location/RAN02,RAN,Royal National Orthopaedic Hospital NHS Trust ,,-
RAPNM,North Middlesex University Hospital ,NHS,Hospitals ,Sterling Way ,Haringey ,London ,N18 1QX,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,14/09/2018,Location,http://www.cqc.org.uk/location/RAPNM,RAP,North Middlesex University Hospital NHS Trust ,,-
RAPST,St Ann's Hospital ,NHS,Hospitals ,St Ann's Road ,Tottenham ,London ,N15 3TH,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,14/09/2018,Provider,http://www.cqc.org.uk/provider/RAP,RAP,North Middlesex University Hospital NHS Trust ,,-
RAS01,The Hillingdon Hospital ,NHS,Hospitals ,Pield Heath Road , ,Uxbridge ,UB8 3NN,Overall,Overall,Inadequate,Inadequate,Requires improvement,Good,Requires improvement,Inadequate,24/07/2018,Location,http://www.cqc.org.uk/location/RAS01,RAS,The Hillingdon Hospitals NHS Foundation Trust ,,-
RAS02,Mount Vernon Hospital ,NHS,Hospitals ,Rickmansworth Road , ,Northwood ,HA6 2RN,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Requires improvement,11/02/2015,Location,http://www.cqc.org.uk/location/RAS02,RAS,The Hillingdon Hospitals NHS Foundation Trust ,,-
RATAM,Phoenix House ,NHS,Hospitals ,Christopher Martin Road , ,Basildon ,SS14 3EZ,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Good,Requires improvement,06/09/2019,Provider,http://www.cqc.org.uk/provider/RAT,RAT,North East London NHS Foundation Trust ,,-
RATX4,Thurrock Community Hospital ,NHS,Hospitals ,Long Lane , ,Grays ,RM16 2QD,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Good,Requires improvement,06/09/2019,Provider,http://www.cqc.org.uk/provider/RAT,RAT,North East London NHS Foundation Trust ,,-
RAX01,Kingston Hospital ,NHS,Hospitals ,Galsworthy Road , ,Kingston upon Thames ,KT2 7QB,Overall,Overall,Good,Good,Good,Outstanding,Good,Good,30/08/2018,Location,http://www.cqc.org.uk/location/RAX01,RAX,Kingston Hospital NHS Foundation Trust ,,-
RBA11,Musgrove Park Hospital ,NHS,Hospitals ,Musgrove Park Hospital , ,Taunton ,TA1 5DA,Overall,Overall,Good,Requires improvement,Good,Outstanding,Good,Good,05/12/2017,Location,http://www.cqc.org.uk/location/RBA11,RBA,Taunton and Somerset NHS Foundation Trust ,,-
RBAC3,Bridgwater Community Hospital ,NHS,Hospitals ,Bower Lane , ,Bridgwater ,TA6 4GU,Overall,Overall,Good,Requires improvement,Good,Outstanding,Good,Good,05/12/2017,Provider,http://www.cqc.org.uk/provider/RBA,RBA,Taunton and Somerset NHS Foundation Trust ,,-
RBAC6,Minehead Hospital ,NHS,Hospitals ,Luttrell Way , ,Minehead ,TA24 6DF,Overall,Overall,Good,Requires improvement,Good,Outstanding,Good,Good,05/12/2017,Provider,http://www.cqc.org.uk/provider/RBA,RBA,Taunton and Somerset NHS Foundation Trust ,,-
RBD01,Dorset County Hospital ,NHS,Hospitals ,Williams Avenue , ,Dorchester ,DT1 2JY,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,06/11/2018,Location,http://www.cqc.org.uk/location/RBD01,RBD,Dorset County Hospital NHS Foundation Trust ,,-
RBD44,Royal Bournemouth Hospital ,NHS,Hospitals ,Post Point B31 ,Castle Lane East ,Bournemouth ,BH7 7DW,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,06/11/2018,Provider,http://www.cqc.org.uk/provider/RBD,RBD,Dorset County Hospital NHS Foundation Trust ,,-
RBK02,Manor Hospital ,NHS,Hospitals ,Moat Road , ,Walsall ,WS2 9PS,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Outstanding,Requires improvement,Requires improvement,25/07/2019,Location,http://www.cqc.org.uk/location/RBK02,RBK,Walsall Healthcare NHS Trust ,,-
RBL14,Arrowe Park Hospital ,NHS,Hospitals ,Arrowe Park Road , ,Wirral ,CH49 5PE,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Inadequate,13/07/2018,Location,http://www.cqc.org.uk/location/RBL14,RBL,Wirral University Teaching Hospital NHS Foundation Trust ,,-
RBL20,Clatterbridge Hospital ,NHS,Hospitals ,Clatterbridge Road , ,Wirral ,CH63 4JY,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Requires improvement,10/03/2016,Location,http://www.cqc.org.uk/location/RBL20,RBL,Wirral University Teaching Hospital NHS Foundation Trust ,,-
RBN01,Whiston Hospital ,NHS,Hospitals ,Warrington Road , ,Prescot ,L35 5DR,Overall,Overall,Good,Good,Good,Outstanding,Good,Good,20/03/2019,Location,http://www.cqc.org.uk/location/RBN01,RBN,St Helens and Knowsley Teaching Hospitals NHS Trust ,,-
RBN02,St Helens Hospital ,NHS,Hospitals ,Marshalls Cross Road , ,St Helens ,WA9 3DA,Overall,Overall,Outstanding,Good,Good,Outstanding,Good,Outstanding,20/03/2019,Location,http://www.cqc.org.uk/location/RBN02,RBN,St Helens and Knowsley Teaching Hospitals NHS Trust ,,-
RBN03,Newton Community Hospital ,NHS,Hospitals ,Bradlegh Road , ,Newton le Willows ,WA12 8RB,Overall,Overall,Outstanding,Good,Good,Outstanding,Good,Outstanding,20/03/2019,Provider,http://www.cqc.org.uk/provider/RBN,RBN,St Helens and Knowsley Teaching Hospitals NHS Trust ,,-
RBQHQ,Liverpool Heart and Chest Hospital ,NHS,Hospitals ,Thomas Drive , ,Liverpool ,L14 3PE,Overall,Overall,Outstanding,Good,Good,Outstanding,Good,Outstanding,03/07/2019,Location,http://www.cqc.org.uk/location/RBQHQ,RBQ,Liverpool Heart and Chest Hospital NHS Foundation Trust ,,-
RBS25,Alder Hey Children's Hospital ,NHS,Hospitals ,Alder Hey Hospital ,"Eaton Road, West Derby ",Liverpool ,L12 2AP,Overall,Overall,Good,Requires improvement,Good,Outstanding,Good,Good,21/06/2018,Location,http://www.cqc.org.uk/location/RBS25,RBS,Alder Hey Children's NHS Foundation Trust ,,-
RBSA2,Dewi Jones Unit ,NHS,Hospitals ,"Alder Park, Park Road ",Waterloo ,Liverpool ,L22 3XE,Overall,Overall,Good,Requires improvement,Good,Outstanding,Good,Good,21/06/2018,Provider,http://www.cqc.org.uk/provider/RBS,RBS,Alder Hey Children's NHS Foundation Trust ,,-
RBT20,Leighton Hospital ,NHS,Hospitals ,Middlewich Road , ,Crewe ,CW1 4QJ,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,19/09/2018,Location,http://www.cqc.org.uk/location/RBT20,RBT,Mid Cheshire Hospitals NHS Foundation Trust ,,-
RBV01,The Christie Hospital ,NHS,Hospitals ,550 Wilmslow Road ,Withington ,Manchester ,M20 4BX,Overall,Overall,Outstanding,Good,Outstanding,Outstanding,Outstanding,Outstanding,12/10/2018,Location,http://www.cqc.org.uk/location/RBV01,RBV,The Christie NHS Foundation Trust ,,-
RBZ12,North Devon District Hospital ,NHS,Hospitals ,Raleigh Park , ,Barnstaple ,EX31 4JB,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Requires improvement,12/09/2019,Location,http://www.cqc.org.uk/location/RBZ12,RBZ,Northern Devon Healthcare NHS Trust ,,-
RBZ79,Exeter Community Hospital (Whipton) ,NHS,Hospitals ,Hospital Lane , ,Exeter ,EX1 3RB,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Requires improvement,12/09/2019,Provider,http://www.cqc.org.uk/provider/RBZ,RBZ,Northern Devon Healthcare NHS Trust ,,-
RBZ83,Sidmouth Hospital ,NHS,Hospitals ,All Saints Road , ,Sidmouth ,EX10 8EW,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Requires improvement,12/09/2019,Provider,http://www.cqc.org.uk/provider/RBZ,RBZ,Northern Devon Healthcare NHS Trust ,,-
RBZ86,Seaton Hospital ,NHS,Hospitals ,Valley View Road , ,Seaton ,EX12 2UU,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Requires improvement,12/09/2019,Provider,http://www.cqc.org.uk/provider/RBZ,RBZ,Northern Devon Healthcare NHS Trust ,,-
RBZ87,Okehampton Hospital ,NHS,Hospitals ,Cavell Way , ,Okehampton ,EX20 1PN,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Requires improvement,12/09/2019,Provider,http://www.cqc.org.uk/provider/RBZ,RBZ,Northern Devon Healthcare NHS Trust ,,-
RBZ92,Holsworthy Community Hospital ,NHS,Hospitals ,Dobles Lane , ,Holsworthy ,EX22 6JQ,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Requires improvement,12/09/2019,Provider,http://www.cqc.org.uk/provider/RBZ,RBZ,Northern Devon Healthcare NHS Trust ,,-
RBZ93,Tiverton and District Hospital ,NHS,Hospitals ,Kennedy Way , ,Tiverton ,EX16 6NT,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Requires improvement,12/09/2019,Provider,http://www.cqc.org.uk/provider/RBZ,RBZ,Northern Devon Healthcare NHS Trust ,,-
RBZ95,Bideford Community Hospital ,NHS,Hospitals ,Abbotsham Road , ,Bideford ,EX39 3AG,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Requires improvement,12/09/2019,Provider,http://www.cqc.org.uk/provider/RBZ,RBZ,Northern Devon Healthcare NHS Trust ,,-
RBZ98,Torrington Community Hospital ,NHS,Hospitals ,Calf Street , ,Torrington ,EX38 7BJ,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Requires improvement,12/09/2019,Provider,http://www.cqc.org.uk/provider/RBZ,RBZ,Northern Devon Healthcare NHS Trust ,,-
RBZ99,South Molton Community Hospital ,NHS,Hospitals ,Widgery Drive , ,South Molton ,EX36 4DP,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Requires improvement,12/09/2019,Provider,http://www.cqc.org.uk/provider/RBZ,RBZ,Northern Devon Healthcare NHS Trust ,,-
RC110,Bedford Hospital ,NHS,Hospitals ,Bedford Hospital ,"South Wing, Kempston Road ",Bedford ,MK42 9DJ,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Good,Requires improvement,04/12/2018,Location,http://www.cqc.org.uk/location/RC110,RC1,Bedford Hospital NHS Trust ,,-
RC971,Luton and Dunstable Hospital ,NHS,Hospitals ,Lewsey Road , ,Luton ,LU4 0DZ,Overall,Overall,Good,Requires improvement,Good,Good,Outstanding,Outstanding,07/12/2018,Location,http://www.cqc.org.uk/location/RC971,RC9,Luton and Dunstable University Hospital NHS Foundation Trust ,,-
RCB00,The York Hospital ,NHS,Hospitals ,Wigginton Road , ,York ,YO31 8HE,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,28/02/2018,Location,http://www.cqc.org.uk/location/RCB00,RCB,York Teaching Hospital NHS Foundation Trust ,,-
RCB07,Selby War Memorial Hospital ,NHS,Hospitals ,Selby War Memorial Hospital ,Doncaster Road ,Selby ,YO8 9BX,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Good,Requires improvement,28/02/2018,Provider,http://www.cqc.org.uk/provider/RCB,RCB,York Teaching Hospital NHS Foundation Trust ,,-
RCBCA,Scarborough Hospital ,NHS,Hospitals ,Woodlands Drive , ,Scarborough ,YO12 6QL,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,28/02/2018,Location,http://www.cqc.org.uk/location/RCBCA,RCB,York Teaching Hospital NHS Foundation Trust ,,-
RCBL8,Malton Community Hospital ,NHS,Hospitals ,Middlecave Road , ,Malton ,YO17 7NG,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Good,Requires improvement,28/02/2018,Provider,http://www.cqc.org.uk/provider/RCB,RCB,York Teaching Hospital NHS Foundation Trust ,,-
RCBNH,Bridlington Hospital ,NHS,Hospitals ,Bessingby Road , ,Bridlington ,YO16 4QP,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Good,Requires improvement,28/02/2018,Location,http://www.cqc.org.uk/location/RCBNH,RCB,York Teaching Hospital NHS Foundation Trust ,,-
RCD01,Harrogate District Hospital ,NHS,Hospitals ,Harrogate and District Nhsft ,Lancaster Park Road ,Harrogate ,HG2 7SX,Overall,Overall,Good,Requires improvement,Good,Outstanding,Good,Good,14/03/2019,Location,http://www.cqc.org.uk/location/RCD01,RCD,Harrogate and District NHS Foundation Trust ,,-
RCD02,Ripon and District Community Hospital ,NHS,Hospitals ,Firby Lane , ,Ripon ,HG4 2PR,Overall,Overall,Good,Requires improvement,Good,Outstanding,Good,Good,14/03/2019,Provider,http://www.cqc.org.uk/provider/RCD,RCD,Harrogate and District NHS Foundation Trust ,,-
RCF22,Airedale General Hospital ,NHS,Hospitals ,Skipton Road ,Steeton ,Keighley ,BD20 6TD,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Good,Requires improvement,14/03/2019,Location,http://www.cqc.org.uk/location/RCF22,RCF,Airedale NHS Foundation Trust ,,-
