YearMonth,Rolling_Data_Month,Region Code,Data Type,Location ID,Location Name,Provider Code,Provider Name,Treatment Function Code,Treatment Function,Total NonAdmitted,95th percentile waiting time (in weeks)
201910,Current Month,Y60,NHS,RY8AM,Orchard Cottage ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)",89,20.9
201910,Current Month,Y60,NHS,RY8AM,Orchard Cottage ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_130,Ophthalmology,72,18.4
201910,Current Month,Y60,NHS,RY8AM,Orchard Cottage ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_320,Cardiology,33,32.4
201910,Current Month,Y60,NHS,RY8AM,Orchard Cottage ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_330,Dermatology,49,18.3
201910,Current Month,Y60,NHS,RY8AM,Orchard Cottage ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_502,Gynaecology,54,21.3
201910,Current Month,Y60,NHS,RY8AM,Orchard Cottage ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_999,Total,427,21.9
201910,Current Month,Y60,NHS,RY8AN,Rockley Core Unit ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_100,General Surgery,40,22
201910,Current Month,Y60,NHS,RY8AN,Rockley Core Unit ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,44,15.8
201910,Current Month,Y60,NHS,RY8AN,Rockley Core Unit ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)",89,20.9
201910,Current Month,Y60,NHS,RY8AN,Rockley Core Unit ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_130,Ophthalmology,72,18.4
201910,Current Month,Y60,NHS,RY8AN,Rockley Core Unit ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_320,Cardiology,33,32.4
201910,Current Month,Y60,NHS,RY8AN,Rockley Core Unit ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_330,Dermatology,49,18.3
201910,Current Month,Y60,NHS,RY8AN,Rockley Core Unit ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_502,Gynaecology,54,21.3
201910,Current Month,Y60,NHS,RY8AN,Rockley Core Unit ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_999,Total,427,21.9
201910,Current Month,Y60,NHS,RY8AP,Robertson Road Core Unit ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_100,General Surgery,40,22
201910,Current Month,Y60,NHS,RY8AP,Robertson Road Core Unit ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,44,15.8
201910,Current Month,Y60,NHS,RY8AP,Robertson Road Core Unit ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)",89,20.9
201910,Current Month,Y60,NHS,RY8AP,Robertson Road Core Unit ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_130,Ophthalmology,72,18.4
201910,Current Month,Y60,NHS,RY8AP,Robertson Road Core Unit ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_320,Cardiology,33,32.4
201910,Current Month,Y60,NHS,RY8AP,Robertson Road Core Unit ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_330,Dermatology,49,18.3
201910,Current Month,Y60,NHS,RY8AP,Robertson Road Core Unit ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_502,Gynaecology,54,21.3
201910,Current Month,Y60,NHS,RY8AP,Robertson Road Core Unit ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_999,Total,427,21.9
201910,Current Month,Y60,NHS,RY8DE,Babington Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_100,General Surgery,40,22
201910,Current Month,Y60,NHS,RY8DE,Babington Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,44,15.8
201910,Current Month,Y60,NHS,RY8DE,Babington Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)",89,20.9
201910,Current Month,Y60,NHS,RY8DE,Babington Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_130,Ophthalmology,72,18.4
201910,Current Month,Y60,NHS,RY8DE,Babington Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_320,Cardiology,33,32.4
201910,Current Month,Y60,NHS,RY8DE,Babington Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_330,Dermatology,49,18.3
201910,Current Month,Y60,NHS,RY8DE,Babington Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_502,Gynaecology,54,21.3
201910,Current Month,Y60,NHS,RY8DE,Babington Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_999,Total,427,21.9
201910,Current Month,Y60,NHS,RY8DF,Heanor Memorial Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_100,General Surgery,40,22
201910,Current Month,Y60,NHS,RY8DF,Heanor Memorial Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,44,15.8
201910,Current Month,Y60,NHS,RY8DF,Heanor Memorial Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)",89,20.9
201910,Current Month,Y60,NHS,RY8DF,Heanor Memorial Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_130,Ophthalmology,72,18.4
201910,Current Month,Y60,NHS,RY8DF,Heanor Memorial Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_320,Cardiology,33,32.4
201910,Current Month,Y60,NHS,RY8DF,Heanor Memorial Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_330,Dermatology,49,18.3
201910,Current Month,Y60,NHS,RY8DF,Heanor Memorial Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_502,Gynaecology,54,21.3
201910,Current Month,Y60,NHS,RY8DF,Heanor Memorial Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_999,Total,427,21.9
201910,Current Month,Y60,NHS,RY8DG,Ripley Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_100,General Surgery,40,22
201910,Current Month,Y60,NHS,RY8DG,Ripley Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,44,15.8
201910,Current Month,Y60,NHS,RY8DG,Ripley Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)",89,20.9
201910,Current Month,Y60,NHS,RY8DG,Ripley Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_130,Ophthalmology,72,18.4
201910,Current Month,Y60,NHS,RY8DG,Ripley Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_320,Cardiology,33,32.4
201910,Current Month,Y60,NHS,RY8DG,Ripley Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_330,Dermatology,49,18.3
201910,Current Month,Y60,NHS,RY8DG,Ripley Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_502,Gynaecology,54,21.3
201910,Current Month,Y60,NHS,RY8DG,Ripley Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_999,Total,427,21.9
201910,Current Month,Y60,NHS,RY8NA,Newholme Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_100,General Surgery,40,22
201910,Current Month,Y60,NHS,RY8NA,Newholme Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,44,15.8
201910,Current Month,Y60,NHS,RY8NA,Newholme Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)",89,20.9
201910,Current Month,Y60,NHS,RY8NA,Newholme Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_130,Ophthalmology,72,18.4
201910,Current Month,Y60,NHS,RY8NA,Newholme Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_320,Cardiology,33,32.4
201910,Current Month,Y60,NHS,RY8NA,Newholme Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_330,Dermatology,49,18.3
201910,Current Month,Y60,NHS,RY8NA,Newholme Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_502,Gynaecology,54,21.3
201910,Current Month,Y60,NHS,RY8NA,Newholme Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_999,Total,427,21.9
201910,Current Month,Y60,NHS,RY8NR,Clay Cross Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_100,General Surgery,40,22
201910,Current Month,Y60,NHS,RY8NR,Clay Cross Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,44,15.8
201910,Current Month,Y60,NHS,RY8NR,Clay Cross Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)",89,20.9
201910,Current Month,Y60,NHS,RY8NR,Clay Cross Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_130,Ophthalmology,72,18.4
201910,Current Month,Y60,NHS,RY8NR,Clay Cross Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_320,Cardiology,33,32.4
201910,Current Month,Y60,NHS,RY8NR,Clay Cross Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_330,Dermatology,49,18.3
201910,Current Month,Y60,NHS,RY8NR,Clay Cross Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_502,Gynaecology,54,21.3
201910,Current Month,Y60,NHS,RY8NR,Clay Cross Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_999,Total,427,21.9
201910,Current Month,Y60,NHS,RY8NT,Bolsover Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_100,General Surgery,40,22
201910,Current Month,Y60,NHS,RY8NT,Bolsover Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,44,15.8
201910,Current Month,Y60,NHS,RY8NT,Bolsover Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)",89,20.9
201910,Current Month,Y60,NHS,RY8NT,Bolsover Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_130,Ophthalmology,72,18.4
201910,Current Month,Y60,NHS,RY8NT,Bolsover Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_320,Cardiology,33,32.4
201910,Current Month,Y60,NHS,RY8NT,Bolsover Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_330,Dermatology,49,18.3
201910,Current Month,Y60,NHS,RY8NT,Bolsover Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_502,Gynaecology,54,21.3
201910,Current Month,Y60,NHS,RY8NT,Bolsover Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_999,Total,427,21.9
201910,Current Month,Y60,NHS,RY8NW,Cavendish Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_100,General Surgery,40,22
201910,Current Month,Y60,NHS,RY8NW,Cavendish Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,44,15.8
201910,Current Month,Y60,NHS,RY8NW,Cavendish Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)",89,20.9
201910,Current Month,Y60,NHS,RY8NW,Cavendish Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_130,Ophthalmology,72,18.4
201910,Current Month,Y60,NHS,RY8NW,Cavendish Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_320,Cardiology,33,32.4
201910,Current Month,Y60,NHS,RY8NW,Cavendish Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_330,Dermatology,49,18.3
201910,Current Month,Y60,NHS,RY8NW,Cavendish Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_502,Gynaecology,54,21.3
201910,Current Month,Y60,NHS,RY8NW,Cavendish Hospital ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_999,Total,427,21.9
201910,Current Month,Y60,NHS,RY8Z6,Amberley Core Unit ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_100,General Surgery,40,22
201910,Current Month,Y60,NHS,RY8Z6,Amberley Core Unit ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,44,15.8
201910,Current Month,Y60,NHS,RY8Z6,Amberley Core Unit ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)",89,20.9
201910,Current Month,Y60,NHS,RY8Z6,Amberley Core Unit ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_130,Ophthalmology,72,18.4
201910,Current Month,Y60,NHS,RY8Z6,Amberley Core Unit ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_320,Cardiology,33,32.4
201910,Current Month,Y60,NHS,RY8Z6,Amberley Core Unit ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_330,Dermatology,49,18.3
201910,Current Month,Y60,NHS,RY8Z6,Amberley Core Unit ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_502,Gynaecology,54,21.3
201910,Current Month,Y60,NHS,RY8Z6,Amberley Core Unit ,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,C_999,Total,427,21.9
201910,Current Month,Y60,NHS,RYG57,Bradbury House ,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,C_120,"Ear, Nose & Throat (ENT)",75,12.8
201910,Current Month,Y60,NHS,RYG57,Bradbury House ,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,C_502,Gynaecology,50,19.5
201910,Current Month,Y60,NHS,RYG57,Bradbury House ,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,C_999,Total,205,18
201910,Current Month,Y60,NHS,RYG57,Bradbury House ,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,X01,Other,79,18
201910,Current Month,Y60,NHS,RYGCL,Ashby House ,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,C_120,"Ear, Nose & Throat (ENT)",75,12.8
201910,Current Month,Y60,NHS,RYGCL,Ashby House ,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,C_502,Gynaecology,50,19.5
201910,Current Month,Y60,NHS,RYGCL,Ashby House ,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,C_999,Total,205,18
201910,Current Month,Y60,NHS,RYGCL,Ashby House ,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,X01,Other,79,18
201910,Current Month,Y60,NHS,RYGCR,Wayside House ,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,C_120,"Ear, Nose & Throat (ENT)",75,12.8
201910,Current Month,Y60,NHS,RYGCR,Wayside House ,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,C_502,Gynaecology,50,19.5
201910,Current Month,Y60,NHS,RYGCR,Wayside House ,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,C_999,Total,205,18
201910,Current Month,Y60,NHS,RYGCR,Wayside House ,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,X01,Other,79,18
201910,Current Month,Y60,NHS,RYGCS,Gramer House/Holly House ,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,C_120,"Ear, Nose & Throat (ENT)",75,12.8
201910,Current Month,Y60,NHS,RYGCS,Gramer House/Holly House ,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,C_502,Gynaecology,50,19.5
201910,Current Month,Y60,NHS,RYGCS,Gramer House/Holly House ,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,C_999,Total,205,18
201910,Current Month,Y60,NHS,RYGCS,Gramer House/Holly House ,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,X01,Other,79,18
201910,Current Month,Y60,NHS,RYGEF,The Birches ,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,C_120,"Ear, Nose & Throat (ENT)",75,12.8
201910,Current Month,Y60,NHS,RYGEF,The Birches ,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,C_502,Gynaecology,50,19.5
201910,Current Month,Y60,NHS,RYGEF,The Birches ,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,C_999,Total,205,18
201910,Current Month,Y60,NHS,RYGEF,The Birches ,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,X01,Other,79,18
201910,Current Month,Y60,NHS,RYGGV,Lyndon House ,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,C_120,"Ear, Nose & Throat (ENT)",75,12.8
201910,Current Month,Y60,NHS,RYGGV,Lyndon House ,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,C_502,Gynaecology,50,19.5
201910,Current Month,Y60,NHS,RYGGV,Lyndon House ,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,C_999,Total,205,18
201910,Current Month,Y60,NHS,RYGGV,Lyndon House ,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,X01,Other,79,18
201910,Current Month,Y60,NHS,RYW23,Moseley Hall Hospital ,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,969,7.8
201910,Current Month,Y60,NHS,RYW23,Moseley Hall Hospital ,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,C_140,Oral Surgery,273,24.5
201910,Current Month,Y60,NHS,RYW23,Moseley Hall Hospital ,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,C_999,Total,2715,24.6
201910,Current Month,Y60,NHS,RYW23,Moseley Hall Hospital ,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,X01,Other,1473,26.9
201910,Current Month,Y60,NHS,TAJ07,Edward Street Hospital ,TAJ,BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,C_999,Total,49,16.8
201910,Current Month,Y60,NHS,TAJ07,Edward Street Hospital ,TAJ,BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,X01,Other,49,16.8
201910,Current Month,Y60,NHS,TAJ11,Heath Lane Hospital ,TAJ,BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,C_999,Total,49,16.8
201910,Current Month,Y60,NHS,TAJ11,Heath Lane Hospital ,TAJ,BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,X01,Other,49,16.8
201910,Current Month,Y60,NHS,TAJ20,Hallam Street Hospital ,TAJ,BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,C_999,Total,49,16.8
201910,Current Month,Y60,NHS,TAJ20,Hallam Street Hospital ,TAJ,BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,X01,Other,49,16.8
201910,Current Month,Y60,NHS,TAJ52,Penn Hospital ,TAJ,BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,C_999,Total,49,16.8
201910,Current Month,Y60,NHS,TAJ52,Penn Hospital ,TAJ,BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,X01,Other,49,16.8
201910,Current Month,Y60,NHS,TAJ53,Pond Lane ,TAJ,BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,C_999,Total,49,16.8
201910,Current Month,Y60,NHS,TAJ53,Pond Lane ,TAJ,BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,X01,Other,49,16.8
201910,Current Month,Y60,NHS,TAJ54,Ridge Hill LD ,TAJ,BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,C_999,Total,49,16.8
201910,Current Month,Y60,NHS,TAJ54,Ridge Hill LD ,TAJ,BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,X01,Other,49,16.8
201910,Current Month,Y60,NHS,TAJ55,Orchard Hills ,TAJ,BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,C_999,Total,49,16.8
201910,Current Month,Y60,NHS,TAJ55,Orchard Hills ,TAJ,BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,X01,Other,49,16.8
201910,Current Month,Y60,NHS,TAJAA,Newton House LD ,TAJ,BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,C_999,Total,49,16.8
201910,Current Month,Y60,NHS,TAJAA,Newton House LD ,TAJ,BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,X01,Other,49,16.8
201910,Current Month,Y60,NHS,TAJLA,Macarthur Centre MH ,TAJ,BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,C_999,Total,49,16.8
201910,Current Month,Y60,NHS,TAJLA,Macarthur Centre MH ,TAJ,BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,X01,Other,49,16.8
201910,Current Month,Y61,NHS,RAJ01,Southend University Hospital ,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_100,General Surgery,477,43.3
201910,Current Month,Y61,NHS,RAJ01,Southend University Hospital ,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_101,Urology,596,48.1
201910,Current Month,Y61,NHS,RAJ01,Southend University Hospital ,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,3230,20.3
201910,Current Month,Y61,NHS,RAJ01,Southend University Hospital ,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)",1017,28.1
201910,Current Month,Y61,NHS,RAJ01,Southend University Hospital ,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_130,Ophthalmology,1347,29.6
201910,Current Month,Y61,NHS,RAJ01,Southend University Hospital ,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_140,Oral Surgery,316,33.2
201910,Current Month,Y61,NHS,RAJ01,Southend University Hospital ,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_300,General Medicine,370,30.8
201910,Current Month,Y61,NHS,RAJ01,Southend University Hospital ,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_301,Gastroenterology,368,25.3
201910,Current Month,Y61,NHS,RAJ01,Southend University Hospital ,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_320,Cardiology,606,25.2
201910,Current Month,Y61,NHS,RAJ01,Southend University Hospital ,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_340,Thoracic Medicine,286,16.7
201910,Current Month,Y61,NHS,RAJ01,Southend University Hospital ,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_400,Neurology,355,11.2
201910,Current Month,Y61,NHS,RAJ01,Southend University Hospital ,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_410,Rheumatology,224,22.3
201910,Current Month,Y61,NHS,RAJ01,Southend University Hospital ,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_430,Geriatric Medicine,44,7.9
201910,Current Month,Y61,NHS,RAJ01,Southend University Hospital ,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_502,Gynaecology,721,27.7
201910,Current Month,Y61,NHS,RAJ01,Southend University Hospital ,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_999,Total,14036,28.3
201910,Current Month,Y61,NHS,RAJ01,Southend University Hospital ,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,X01,Other,4075,24.5
201910,Current Month,Y61,NHS,RC110,Bedford Hospital ,RC1,BEDFORD HOSPITAL NHS TRUST,C_100,General Surgery,37,31.2
201910,Current Month,Y61,NHS,RC110,Bedford Hospital ,RC1,BEDFORD HOSPITAL NHS TRUST,C_101,Urology,207,17.6
201910,Current Month,Y61,NHS,RC110,Bedford Hospital ,RC1,BEDFORD HOSPITAL NHS TRUST,C_110,Trauma & Orthopaedics,176,30.2
