YearMonth,Rolling_Data_Month,Location ID,Location Name,Provider Code,Provider Name,Diagnostic ID,Diagnostic Test Name,Total Waiting List,Number waiting 6+ Weeks,Number waiting 13+ Weeks,% waiting 6+ weeks
201912,Current Month,RR819,Chapel Allerton Hospital,RR8,Leeds Teaching Hospitals NHS Trust ,10,Respiratory physiology - Sleep Studies,336,0,0,0
201912,Current Month,RTH19,Chipping Norton Hospital Unit,RTH,Oxford University Hospitals NHS Foundation Trust ,10,Respiratory physiology - Sleep Studies,195,11,0,5.64
201912,Current Month,RWA16,Castle Hill Hospital,RWA,Hull University Teaching Hospitals NHS Trust ,7,Cardiology - Echocardiography,508,7,0,1.38
201912,Current Month,RXR10,Burnley General Hospital,RXR,East Lancashire Hospitals NHS Trust ,4,Barium Enema,0,0,0,0
201912,Current Month,RJE09,The County Hospital,RJE,University Hospitals of North Midlands NHS Trust ,11,Urodynamics - Pressures & Flows,6,0,0,0
201912,Current Month,RN7EC,Elm Court Ward,RN7,Dartford and Gravesham NHS Trust ,16,Total,4695,238,59,5.07
201912,Current Month,RNNRJ,Ruth Lancaster James Community Hospital,RNN,North Cumbria Integrated Care NHS Foundation Trust ,3,Non-obstetric Ultrasound,2435,361,0,14.83
201912,Current Month,1-2251883709,Devizes NHS Treatment Centre,NTPH3,Devizes NHS Treatment Centre ,15,Gastroscopy,47,0,0,0
201912,Current Month,1-448630423,Oxfordshire Community Endoscopy,NV1,InHealth Ltd ,2,Computed Tomography,18,1,0,5.56
201912,Current Month,RLQ06,Leominster Community Hospital,RLQ,Wye Valley NHS Trust ,1,Magnetic Resonance Imaging,582,5,0,0.86
201912,Current Month,1-129798153,Spire Cheshire Hospital,NT324,Spire Cheshire Hospital ,2,Computed Tomography,7,0,0,0
201912,Current Month,1-2251815469,Emersons Green NHS Treatment Centre,NTPH2,Emersons Green NHS Treatment Centre ,3,Non-obstetric Ultrasound,267,31,0,11.61
201912,Current Month,RTGFG,Royal Derby Hospital,RTG,University Hospitals of Derby and Burton NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,60,11,1,18.33
201912,Current Month,RD300,Poole Hospital,RD3,Poole Hospital NHS Foundation Trust ,15,Gastroscopy,325,61,0,18.77
201912,Current Month,1-128758401,BMI Chelsfield Park Hospital,NT409,BMI - Chelsfield Park Hospital ,12,Colonoscopy,0,0,0,0
201912,Current Month,RLQ08,Ross Community Hospital,RLQ,Wye Valley NHS Trust ,9,Neurophysiology - Peripheral Neurophysiology,106,3,0,2.83
201912,Current Month,RQ8LJ,St Peter's Hospital,RQ8,Mid Essex Hospital Services NHS Trust ,1,Magnetic Resonance Imaging,1070,1,0,0.09
201912,Current Month,RYJ03,Hammersmith Hospitals,RYJ,Imperial College Healthcare NHS Trust ,14,Cystoscopy,252,3,0,1.19
201912,Current Month,RHU10,Gosport War Memorial Hospital,RHU,Portsmouth Hospitals NHS Trust ,16,Total,5883,112,21,1.9
201912,Current Month,RXC01,Conquest Hospital,RXC,East Sussex Healthcare NHS Trust ,3,Non-obstetric Ultrasound,1726,10,0,0.58
201912,Current Month,1-115574398,Nuffield Health Cambridge Hospital,NT209,"Nuffield Health, Cambridge Hospital ",1,Magnetic Resonance Imaging,6,0,0,0
201912,Current Month,1-128733141,The Berkshire Independent Hospital,NVC02,The Berkshire Independent Hospital ,5,DEXA Scan,5,0,0,0
201912,Current Month,RA957,Newton Abbot Hospital,RA9,Torbay and South Devon NHS Foundation Trust ,3,Non-obstetric Ultrasound,562,4,0,0.71
201912,Current Month,RDU50,Wexham Park Hospital,RDU,Frimley Health NHS Foundation Trust ,15,Gastroscopy,885,18,1,2.03
201912,Current Month,RN325,Great Western Hospital,RN3,Great Western Hospitals NHS Foundation Trust ,14,Cystoscopy,29,8,7,27.59
201912,Current Month,RWDAS,John Coupland Hospital,RWD,United Lincolnshire Hospitals NHS Trust ,9,Neurophysiology - Peripheral Neurophysiology,184,75,4,40.76
201912,Current Month,RFRPA,Rotherham General Hospital,RFR,The Rotherham NHS Foundation Trust ,15,Gastroscopy,241,0,0,0
201912,Current Month,RLT01,George Eliot NHS Hospital,RLT,George Eliot Hospital NHS Trust ,6,Audiology - Audiology Assessments,0,0,0,0
201912,Current Month,RL4TC,Cannock Chase Hospital,RL4,The Royal Wolverhampton NHS Trust ,2,Computed Tomography,963,10,0,1.04
201912,Current Month,RNZ02,Salisbury District Hospital,RNZ,Salisbury NHS Foundation Trust ,16,Total,3629,8,0,0.22
201912,Current Month,RXH17,Hove Polyclinic,RXH,Brighton and Sussex University Hospitals NHS Trust ,9,Neurophysiology - Peripheral Neurophysiology,194,0,0,0
201912,Current Month,1-128758601,BMI The Cavell Hospital,NT451,BMI The Cavell Hospital ,12,Colonoscopy,0,0,0,0
201912,Current Month,RDU52,Heatherwood Hospital,RDU,Frimley Health NHS Foundation Trust ,13,Flexi Sigmoidoscopy,331,5,0,1.51
201912,Current Month,RQWG0,The Princess Alexandra Hospital,RQW,The Princess Alexandra Hospital NHS Trust ,13,Flexi Sigmoidoscopy,42,13,0,30.95
201912,Current Month,1-128732725,Euxton Hall Hospital,NVC05,Euxton Hall Hospital ,6,Audiology - Audiology Assessments,0,0,0,0
201912,Current Month,RDDH1,Orsett Hospital,RDD,Basildon and Thurrock University Hospitals NHS Foundation Trust ,12,Colonoscopy,226,28,0,12.39
201912,Current Month,RJN68,Knutsford and District Community Hospital,RJN,East Cheshire NHS Trust ,12,Colonoscopy,213,7,2,3.29
201912,Current Month,RP401,Great Ormond Street Hospital,RP4,Great Ormond Street Hospital for Children NHS Foundation Trust ,14,Cystoscopy,18,1,0,5.56
201912,Current Month,RXR50,Pendle Community Hospital,RXR,East Lancashire Hospitals NHS Trust ,11,Urodynamics - Pressures & Flows,34,0,0,0
201912,Current Month,RXR70,Clitheroe Community Hospital,RXR,East Lancashire Hospitals NHS Trust ,14,Cystoscopy,84,5,0,5.95
201912,Current Month,RA954,Brixham Hospital,RA9,Torbay and South Devon NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,32,0,0,0
201912,Current Month,RTFDX,Blyth Community Hospital,RTF,Northumbria Healthcare NHS Foundation Trust ,14,Cystoscopy,86,1,0,1.16
201912,Current Month,RA773,South Bristol NHS Community Hospital,RA7,University Hospitals Bristol NHS Foundation Trust ,8,Cardiology - Electrophysiology,0,0,0,0
201912,Current Month,RPA02,Medway Maritime Hospital,RPA,Medway NHS Foundation Trust ,3,Non-obstetric Ultrasound,1706,1,0,0.06
201912,Current Month,RXPCC,Chester LE Street Community Hospital,RXP,County Durham and Darlington NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,13,0,0,0
201912,Current Month,1-591968389,The Clatterbridge Clinic,NV1,InHealth Ltd ,1,Magnetic Resonance Imaging,2883,45,7,1.56
201912,Current Month,R1HKH,Whipps Cross University Hospital,R1H,Barts Health NHS Trust ,10,Respiratory physiology - Sleep Studies,270,13,2,4.81
201912,Current Month,RA7CQ,Central Health Clinic,RA7,University Hospitals Bristol NHS Foundation Trust ,5,DEXA Scan,231,9,0,3.9
201912,Current Month,R1D25,Bishop's Castle Community Hospital,R1D,Shropshire Community Health NHS Trust ,16,Total,251,0,0,0
201912,Current Month,RW602,North Manchester General Hospital,RW6,The Pennine Acute Hospitals NHS Trust ,15,Gastroscopy,549,5,3,0.91
201912,Current Month,RJC02,Warwick Hospital,RJC,South Warwickshire NHS Foundation Trust ,6,Audiology - Audiology Assessments,296,0,0,0
201912,Current Month,RM3X7,Heartly Green,RM3,Salford Royal NHS Foundation Trust ,6,Audiology - Audiology Assessments,977,18,0,1.84
201912,Current Month,RPGEQ,Hazelwood,RPG,Oxleas NHS Foundation Trust ,16,Total,126,0,0,0
201912,Current Month,RRF54,Thomas Linacre Centre,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust ",2,Computed Tomography,570,0,0,0
201912,Current Month,1-2745329906,Spire Regency Hospital,NT339,Spire Regency Hospital ,3,Non-obstetric Ultrasound,32,0,0,0
201912,Current Month,RTD01,Freeman Hospital,RTD,The Newcastle upon Tyne Hospitals NHS Foundation Trust ,5,DEXA Scan,202,0,0,0
201912,Current Month,R0A07,Wythenshawe Hospital,R0A,Manchester University NHS Foundation Trust ,2,Computed Tomography,2654,9,0,0.34
201912,Current Month,RR819,Chapel Allerton Hospital,RR8,Leeds Teaching Hospitals NHS Trust ,1,Magnetic Resonance Imaging,2487,74,11,2.98
201912,Current Month,RXQ50,Wycombe Hospital,RXQ,Buckinghamshire Healthcare NHS Trust ,1,Magnetic Resonance Imaging,539,0,0,0
201912,Current Month,1-128733159,The Yorkshire Clinic,NVC20,The Yorkshire Clinic ,1,Magnetic Resonance Imaging,0,0,0,0
201912,Current Month,RM102,Norfolk and Norwich University Hospital,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust ,13,Flexi Sigmoidoscopy,180,3,0,1.67
201912,Current Month,RWDLP,Grantham and District Hospital,RWD,United Lincolnshire Hospitals NHS Trust ,12,Colonoscopy,378,0,0,0
201912,Current Month,RM362,Wigan Renal Satellite Unit,RM3,Salford Royal NHS Foundation Trust ,12,Colonoscopy,274,36,6,13.14
201912,Current Month,RTXBU,Furness General Hospital,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust ,9,Neurophysiology - Peripheral Neurophysiology,99,0,0,0
201912,Current Month,RBZ79,Exeter Community Hospital (Whipton),RBZ,Northern Devon Healthcare NHS Trust ,13,Flexi Sigmoidoscopy,52,0,0,0
201912,Current Month,RCBNH,Bridlington Hospital,RCB,York Teaching Hospital NHS Foundation Trust ,10,Respiratory physiology - Sleep Studies,12,0,0,0
201912,Current Month,RQ301,Birmingham Children's Hospital,RQ3,Birmingham Women's and Children's NHS Foundation Trust ,1,Magnetic Resonance Imaging,286,4,2,1.4
201912,Current Month,RWDAA,County Hospital Louth,RWD,United Lincolnshire Hospitals NHS Trust ,12,Colonoscopy,378,0,0,0
201912,Current Month,RXR60,Accrington Victoria Hospital,RXR,East Lancashire Hospitals NHS Trust ,1,Magnetic Resonance Imaging,761,0,0,0
201912,Current Month,RJ731,Queen Mary's Hospital,RJ7,St George's University Hospitals NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,4,1,0,25
201912,Current Month,RTH08,John Radcliffe Hospital,RTH,Oxford University Hospitals NHS Foundation Trust ,6,Audiology - Audiology Assessments,327,21,0,6.42
201912,Current Month,1-128767355,BMI St Edmunds Hospital,NT446,BMI St Edmunds Hospital ,14,Cystoscopy,0,0,0,0
201912,Current Month,R0A03,Royal Manchester Children's Hospital,R0A,Manchester University NHS Foundation Trust ,6,Audiology - Audiology Assessments,466,11,0,2.36
201912,Current Month,R1HM0,St Bartholomew's Hospital,R1H,Barts Health NHS Trust ,4,Barium Enema,0,0,0,0
201912,Current Month,RBZ86,Seaton Hospital,RBZ,Northern Devon Healthcare NHS Trust ,5,DEXA Scan,68,0,0,0
201912,Current Month,RD300,Poole Hospital,RD3,Poole Hospital NHS Foundation Trust ,13,Flexi Sigmoidoscopy,136,24,0,17.65
201912,Current Month,1-358557034,North East London NHS Treatment Centre,NTP15,North East London Treatment Centre Care UK ,16,Total,199,7,2,3.52
201912,Current Month,,,NV11D,InHealth - Prime Endoscopy Bristol ,12,Colonoscopy,145,0,0,0
201912,Current Month,1-4481543105,Tees Valley Hospital,NVC0R,Tees Valley Hospital ,15,Gastroscopy,0,0,0,0
201912,Current Month,RXQ02,Stoke Mandeville Hospital,RXQ,Buckinghamshire Healthcare NHS Trust ,16,Total,3178,69,0,2.17
201912,Current Month,RVR06,Sutton Hospital,RVR,Epsom and St Helier University Hospitals NHS Trust ,7,Cardiology - Echocardiography,575,26,0,4.52
201912,Current Month,RWEAA,Leicester Royal Infirmary,RWE,University Hospitals of Leicester NHS Trust ,6,Audiology - Audiology Assessments,664,0,0,0
201912,Current Month,RCBCA,Scarborough Hospital,RCB,York Teaching Hospital NHS Foundation Trust ,16,Total,6691,1231,411,18.4
201912,Current Month,RP633,Moorfields @ Barts,RP6,Moorfields Eye Hospital NHS Foundation Trust ,2,Computed Tomography,12,0,0,0
201912,Current Month,RTRAT,The James Cook University Hospital,RTR,South Tees Hospitals NHS Foundation Trust ,12,Colonoscopy,584,252,52,43.15
201912,Current Month,1-2745185984,Spire Methley Park Hospital,NT350,Spire Methley Park Hospital ,3,Non-obstetric Ultrasound,63,0,0,0
201912,Current Month,,,NT933,Alliance Medical MRI Service - Essex ,1,Magnetic Resonance Imaging,0,0,0,0
201912,Current Month,RYGCS,Gramer House/Holly House,RYG,Coventry and Warwickshire Partnership NHS Trust ,3,Non-obstetric Ultrasound,0,0,0,0
201912,Current Month,RTFDX,Blyth Community Hospital,RTF,Northumbria Healthcare NHS Foundation Trust ,5,DEXA Scan,431,1,0,0.23
201912,Current Month,RWDDA,Lincoln County Hospital,RWD,United Lincolnshire Hospitals NHS Trust ,15,Gastroscopy,376,0,0,0
201912,Current Month,1-3880330150,Livingcare Imaging Limited,NID,The Living Care Group ,1,Magnetic Resonance Imaging,0,0,0,0
201912,Current Month,R1C03,Western Community Hospital,R1C,Solent NHS Trust ,7,Cardiology - Echocardiography,0,0,0,0
201912,Current Month,RHM12,Princess Ann Hospital,RHM,University Hospital Southampton NHS Foundation Trust ,5,DEXA Scan,341,4,0,1.17
201912,Current Month,1-128767375,BMI Thornbury Hospital,NT440,BMI - Thornbury Hospital ,15,Gastroscopy,0,0,0,0
201912,Current Month,RJZ50,King's @ Woolwich,RJZ,King's College Hospital NHS Foundation Trust ,2,Computed Tomography,1264,59,11,4.67
201912,Current Month,RTFDH,Berwick Infirmary,RTF,Northumbria Healthcare NHS Foundation Trust ,12,Colonoscopy,308,1,0,0.32
201912,Current Month,RWY01,Huddersfield Royal Infirmary,RWY,Calderdale and Huddersfield NHS Foundation Trust ,9,Neurophysiology - Peripheral Neurophysiology,573,40,1,6.98
201912,Current Month,RJ224,University Hospital Lewisham,RJ2,Lewisham and Greenwich NHS Trust ,10,Respiratory physiology - Sleep Studies,49,1,0,2.04
201912,Current Month,RMP01,Tameside General Hospital,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,26,0,0,0
201912,Current Month,R0A09,Trafford General Hospital,R0A,Manchester University NHS Foundation Trust ,14,Cystoscopy,154,5,1,3.25
201912,Current Month,RBZ79,Exeter Community Hospital (Whipton),RBZ,Northern Devon Healthcare NHS Trust ,2,Computed Tomography,412,148,84,35.92
201912,Current Month,RF4DG,King George Hospital,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust ",13,Flexi Sigmoidoscopy,159,3,1,1.89
201912,Current Month,RRF70,Wigan Health Centre,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust ",10,Respiratory physiology - Sleep Studies,0,0,0,0
201912,Current Month,RYJ02,Charing Cross Hospital,RYJ,Imperial College Healthcare NHS Trust ,2,Computed Tomography,1430,3,0,0.21
201912,Current Month,R0B0B,Durham Diagnostics and Treatment Centre,R0B,South Tynside and Sunderland NHS Foundation Trust ,10,Respiratory physiology - Sleep Studies,110,0,0,0
201912,Current Month,REP21,Liverpool Women's at Aintree,REP,Liverpool Women's NHS Foundation Trust ,3,Non-obstetric Ultrasound,344,3,0,0.87
201912,Current Month,RH8A4,Seaton Community Hospital,RH8,Royal Devon and Exeter NHS Foundation Trust ,8,Cardiology - Electrophysiology,0,0,0,0
201912,Current Month,R1HKH,Whipps Cross University Hospital,R1H,Barts Health NHS Trust ,13,Flexi Sigmoidoscopy,226,1,0,0.44
201912,Current Month,RFSDA,Chesterfield Royal Hospital,RFS,Chesterfield Royal Hospital NHS Foundation Trust ,16,Total,4227,133,0,3.15
201912,Current Month,RQWG0,The Princess Alexandra Hospital,RQW,The Princess Alexandra Hospital NHS Trust ,5,DEXA Scan,36,0,0,0
201912,Current Month,RWEAK,Leicester General Hospital,RWE,University Hospitals of Leicester NHS Trust ,14,Cystoscopy,300,1,0,0.33
201912,Current Month,RDU52,Heatherwood Hospital,RDU,Frimley Health NHS Foundation Trust ,14,Cystoscopy,258,0,0,0
201912,Current Month,RJ231,Queen Elizabeth Hospital,RJ2,Lewisham and Greenwich NHS Trust ,10,Respiratory physiology - Sleep Studies,49,1,0,2.04
201912,Current Month,RWDLA,Pilgrim Hospital,RWD,United Lincolnshire Hospitals NHS Trust ,5,DEXA Scan,173,0,0,0
201912,Current Month,RR819,Chapel Allerton Hospital,RR8,Leeds Teaching Hospitals NHS Trust ,12,Colonoscopy,211,1,0,0.47
201912,Current Month,1-128767270,BMI The Shirley Oaks Hospital,NT436,BMI - Shirley Oaks Hospital ,3,Non-obstetric Ultrasound,24,0,0,0
201912,Current Month,1-164309798,SpaMedica - Citygate,NPG01,SpaMedica (Manchester) ,3,Non-obstetric Ultrasound,0,0,0,0
201912,Current Month,RTD02,Royal Victoria Infirmary,RTD,The Newcastle upon Tyne Hospitals NHS Foundation Trust ,14,Cystoscopy,50,0,0,0
201912,Current Month,RYJ01,St Mary's Hospital,RYJ,Imperial College Healthcare NHS Trust ,2,Computed Tomography,1430,3,0,0.21
201912,Current Month,R1K04,Ealing Hospital,R1K,London North West University Healthcare NHS Trust ,1,Magnetic Resonance Imaging,1876,8,0,0.43
201912,Current Month,RCB07,Selby War Memorial Hospital,RCB,York Teaching Hospital NHS Foundation Trust ,4,Barium Enema,45,3,0,6.67
201912,Current Month,RJE01,The Royal Stoke University Hospital,RJE,University Hospitals of North Midlands NHS Trust ,11,Urodynamics - Pressures & Flows,6,0,0,0
201912,Current Month,RV3HE,Windsor Intermediate Care Unit,RV3,Central and North West London NHS Foundation Trust ,16,Total,68,0,0,0
201912,Current Month,R0B0Q,South Tyneside General Hospital,R0B,South Tynside and Sunderland NHS Foundation Trust ,5,DEXA Scan,84,0,0,0
201912,Current Month,RWDAA,County Hospital Louth,RWD,United Lincolnshire Hospitals NHS Trust ,3,Non-obstetric Ultrasound,1157,3,0,0.26
201912,Current Month,1-4436780475,Kirkley Mill Surgery,NDL01,Suffolk GP Federation - Woodbridge ,3,Non-obstetric Ultrasound,1328,103,3,7.76
201912,Current Month,RBAC3,Bridgwater Community Hospital,RBA,Taunton and Somerset NHS Foundation Trust ,13,Flexi Sigmoidoscopy,122,50,16,40.98
201912,Current Month,RHU03,Queen Alexandra Hospital,RHU,Portsmouth Hospitals NHS Trust ,14,Cystoscopy,73,2,0,2.74
201912,Current Month,RPY01,The Royal Marsden - London,RPY,The Royal Marsden NHS Foundation Trust ,16,Total,0,0,0,0
201912,Current Month,RA7CQ,Central Health Clinic,RA7,University Hospitals Bristol NHS Foundation Trust ,16,Total,7933,309,61,3.9
201912,Current Month,RH857,Axminster Hospital,RH8,Royal Devon and Exeter NHS Foundation Trust ,8,Cardiology - Electrophysiology,0,0,0,0
201912,Current Month,RNNWT,Wigton Community Hospital,RNN,North Cumbria Integrated Care NHS Foundation Trust ,14,Cystoscopy,17,5,3,29.41
201912,Current Month,RA901,Torbay Hospital,RA9,Torbay and South Devon NHS Foundation Trust ,14,Cystoscopy,4,3,2,75
201912,Current Month,RBN02,St Helens Hospital,RBN,St Helens and Knowsley Teaching Hospitals NHS Trust ,2,Computed Tomography,518,0,0,0
201912,Current Month,RC971,Luton and Dunstable Hospital,RC9,Luton and Dunstable University Hospital NHS Foundation Trust ,6,Audiology - Audiology Assessments,65,0,0,0
201912,Current Month,RXPCL,Sedgefield Community Hospital,RXP,County Durham and Darlington NHS Foundation Trust ,13,Flexi Sigmoidoscopy,275,30,0,10.91
201912,Current Month,RJN71,Macclesfield District General Hospital,RJN,East Cheshire NHS Trust ,16,Total,2208,14,6,0.63
201912,Current Month,RWWHG,Halton General Hospital,RWW,Warrington and Halton Hospitals NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,29,0,0,0
201912,Current Month,R0A05,Saint Mary's Hospital,R0A,Manchester University NHS Foundation Trust ,7,Cardiology - Echocardiography,1450,3,0,0.21
201912,Current Month,RC971,Luton and Dunstable Hospital,RC9,Luton and Dunstable University Hospital NHS Foundation Trust ,16,Total,5671,23,3,0.41
201912,Current Month,RFSDA,Chesterfield Royal Hospital,RFS,Chesterfield Royal Hospital NHS Foundation Trust ,13,Flexi Sigmoidoscopy,40,0,0,0
201912,Current Month,RH5H6,Contraceptive and Sexual Health Service,RH5,Somerset Partnership NHS Foundation Trust ,16,Total,9,0,0,0
201912,Current Month,RP5RE,Retford Hospital,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust ,10,Respiratory physiology - Sleep Studies,30,1,0,3.33
201912,Current Month,RWELS,St Lukes Hospital,RWE,University Hospitals of Leicester NHS Trust ,13,Flexi Sigmoidoscopy,307,8,0,2.61
201912,Current Month,RYJ04,Queen Charlottes and Chelsea Hospital,RYJ,Imperial College Healthcare NHS Trust ,6,Audiology - Audiology Assessments,440,0,0,0
201912,Current Month,RHM12,Princess Ann Hospital,RHM,University Hospital Southampton NHS Foundation Trust ,1,Magnetic Resonance Imaging,1541,52,4,3.37
201912,Current Month,RK5BC,Kings Mill Hospital,RK5,Sherwood Forest Hospitals NHS Foundation Trust ,5,DEXA Scan,320,1,0,0.31
201912,Current Month,RWH20,Queen Elizabeth II Hospital,RWH,East and North Hertfordshire NHS Trust ,13,Flexi Sigmoidoscopy,193,0,0,0
201912,Current Month,1-115574357,Nuffield Health Brighton Hospital,NT205,"Nuffield Health, Brighton Hospital ",2,Computed Tomography,2,0,0,0
201912,Current Month,RAX01,Kingston Hospital,RAX,Kingston Hospital NHS Foundation Trust ,16,Total,4238,581,321,13.71
201912,Current Month,RMP01,Tameside General Hospital,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust ,13,Flexi Sigmoidoscopy,47,0,0,0
201912,Current Month,RWA24,Hornsea Cottage Hospital,RWA,Hull University Teaching Hospitals NHS Trust ,15,Gastroscopy,574,240,17,41.81
201912,Current Month,RWF03,Maidstone Hospital,RWF,Maidstone and Tunbridge Wells NHS Trust ,5,DEXA Scan,341,0,0,0
201912,Current Month,RD129,Paulton Memorial Hospital (Maternity),RD1,Royal United Hospitals Bath NHS Foundation Trust ,13,Flexi Sigmoidoscopy,81,33,0,40.74
201912,Current Month,RK922,Tavistock Hospital,RK9,University Hospitals Plymouth NHS Trust ,12,Colonoscopy,385,20,3,5.19
201912,Current Month,RNNWT,Wigton Community Hospital,RNN,North Cumbria Integrated Care NHS Foundation Trust ,4,Barium Enema,19,1,0,5.26
201912,Current Month,RDE03,Ipswich Hospital,RDE,East Suffolk and North Essex NHS Foundation Trust ,7,Cardiology - Echocardiography,1108,2,0,0.18
201912,Current Month,RL402,The Phoenix Walk in Centre,RL4,The Royal Wolverhampton NHS Trust ,2,Computed Tomography,963,10,0,1.04
201912,Current Month,1-3988682555,Inhealth North London Diagnostics Centre,NV1,InHealth Ltd ,13,Flexi Sigmoidoscopy,204,3,0,1.47
201912,Current Month,RJE09,The County Hospital,RJE,University Hospitals of North Midlands NHS Trust ,10,Respiratory physiology - Sleep Studies,461,20,5,4.34
201912,Current Month,RLQ08,Ross Community Hospital,RLQ,Wye Valley NHS Trust ,3,Non-obstetric Ultrasound,593,0,0,0
201912,Current Month,RP616,Moorfields at Bedford,RP6,Moorfields Eye Hospital NHS Foundation Trust ,2,Computed Tomography,12,0,0,0
201912,Current Month,RN541,Royal Hampshire County Hospital,RN5,Hampshire Hospitals NHS Foundation Trust ,6,Audiology - Audiology Assessments,401,8,0,2
201912,Current Month,RQM01,Chelsea and Westminster Hospital,RQM,Chelsea and Westminster Hospital NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,39,0,0,0
201912,Current Month,RXH01,Royal Sussex County Hospital,RXH,Brighton and Sussex University Hospitals NHS Trust ,10,Respiratory physiology - Sleep Studies,224,169,103,75.45
201912,Current Month,1-2079393249,BMI Three Shires Hospital,NT441,BMI - Three Shires Hospital ,13,Flexi Sigmoidoscopy,0,0,0,0
201912,Current Month,RDU01,Frimley Park Hospital,RDU,Frimley Health NHS Foundation Trust ,3,Non-obstetric Ultrasound,6266,5,0,0.08
201912,Current Month,RHW03,"Prince Charles Eye Unit, King Edward VII Hospital",RHW,Royal Berkshire NHS Foundation Trust ,3,Non-obstetric Ultrasound,1462,0,0,0
201912,Current Month,RJL31,Goole & District Hospital,RJL,Northern Lincolnshire and Goole NHS Foundation Trust ,9,Neurophysiology - Peripheral Neurophysiology,116,9,0,7.76
201912,Current Month,1-918228984,Nuffield Health Bristol Hospital - The Chesterfield,NT206,"Nuffield Health, Bristol Hospital (Chesterfield) ",3,Non-obstetric Ultrasound,3,0,0,0
201912,Current Month,REP21,Liverpool Women's at Aintree,REP,Liverpool Women's NHS Foundation Trust ,5,DEXA Scan,22,1,0,4.55
201912,Current Month,RHM01,Southampton General Hospital,RHM,University Hospital Southampton NHS Foundation Trust ,2,Computed Tomography,884,16,3,1.81
201912,Current Month,RBL14,Arrowe Park Hospital,RBL,Wirral University Teaching Hospital NHS Foundation Trust ,2,Computed Tomography,1052,21,1,2
201912,Current Month,RN506,Basingstoke and North Hampshire Hospital,RN5,Hampshire Hospitals NHS Foundation Trust ,15,Gastroscopy,412,41,0,9.95
201912,Current Month,RA957,Newton Abbot Hospital,RA9,Torbay and South Devon NHS Foundation Trust ,16,Total,3051,240,19,7.87
201912,Current Month,RJZ01,King's College Hospital,RJZ,King's College Hospital NHS Foundation Trust ,16,Total,13857,1369,364,9.88
201912,Current Month,RD102,Chippenham Community Hospital,RD1,Royal United Hospitals Bath NHS Foundation Trust ,13,Flexi Sigmoidoscopy,81,33,0,40.74
201912,Current Month,RAPNM,North Middlesex University Hospital,RAP,North Middlesex University Hospital NHS Trust ,3,Non-obstetric Ultrasound,1594,0,0,0
201912,Current Month,RW601,Fairfield General Hospital,RW6,The Pennine Acute Hospitals NHS Trust ,13,Flexi Sigmoidoscopy,136,0,0,0
201912,Current Month,RM3X1,The Maples,RM3,Salford Royal NHS Foundation Trust ,14,Cystoscopy,44,11,1,25
201912,Current Month,RAS02,Mount Vernon Hospital,RAS,The Hillingdon Hospitals NHS Foundation Trust ,1,Magnetic Resonance Imaging,579,0,0,0
201912,Current Month,RBT21,Victoria Infirmary,RBT,Mid Cheshire Hospitals NHS Foundation Trust ,14,Cystoscopy,154,2,0,1.3
201912,Current Month,RCD02,Ripon and District Community Hospital,RCD,Harrogate and District NHS Foundation Trust ,3,Non-obstetric Ultrasound,1559,2,1,0.13
201912,Current Month,RTR07,Friary Hospital,RTR,South Tees Hospitals NHS Foundation Trust ,14,Cystoscopy,198,11,0,5.56
201912,Current Month,RTD02,Royal Victoria Infirmary,RTD,The Newcastle upon Tyne Hospitals NHS Foundation Trust ,4,Barium Enema,0,0,0,0
201912,Current Month,1-115574678,Nuffield Health Shrewsbury Hospital,NT235,"Nuffield Health, Shrewsbury Hospital ",3,Non-obstetric Ultrasound,2,0,0,0
201912,Current Month,RD130,Royal United Hospital Bath,RD1,Royal United Hospitals Bath NHS Foundation Trust ,1,Magnetic Resonance Imaging,2010,342,0,17.01
201912,Current Month,RTH02,Churchill Hospital,RTH,Oxford University Hospitals NHS Foundation Trust ,2,Computed Tomography,2189,4,1,0.18
201912,Current Month,1-128732743,Fitzwilliam Hospital,NVC06,Fitzwilliam Hospital ,9,Neurophysiology - Peripheral Neurophysiology,0,0,0,0
201912,Current Month,RN506,Basingstoke and North Hampshire Hospital,RN5,Hampshire Hospitals NHS Foundation Trust ,13,Flexi Sigmoidoscopy,155,7,0,4.52
201912,Current Month,RXG41,The Dales,RXG,South West Yorkshire Partnership NHS Foundation Trust ,16,Total,78,0,0,0
201912,Current Month,1-132470348,The Global Clinic Norwich,NYR,Global Diagnostics ,5,DEXA Scan,73,3,0,4.11
