Year,Location ID,Location Name,PLACE Trust Code,Place Trust Name,Commissioning Region,Site Code,Site Name,Organisation Type,NHS or Independent,PLACE Site Type,% Cleanliness,% Food & Hydration,"% Privacy, Dignity & Wellbeing","% Condition, Appearance & Maintainance",% Dementia Domain,% Disability Domain,CLN Actual Score,CLN Max Score,Food Actual Score,Food Max Score,Org Food Actual Score,Org Food Max Score,Ward Food Actual Score,Ward Food Max Score,PDW Actual Score,PDW Max Score,CAM Actual Score,CAM Max Score,DEM Actual Score,DEM Max Score,DIS Actual Score,DIS Max Score
2018,1-3075405928,Spire Manchester Hospital ,NT3,SPIRE HEALTHCARE,NORTH OF ENGLAND,NT327,SPIRE MANCHESTER HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,98.19,97.42,92.16,94.19,83.96,89.6,542,552,214.04,219.71,116.59,116.59,97.45,103.13,94,102,324,344,198.86,236.86,172.37,192.37
2018,1-3222321660,Spire Nottingham Hospital ,NT3,SPIRE HEALTHCARE,MIDLANDS AND EAST OF ENGLAND,NT30A,SPIRE NOTTINGHAM HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,100,96.4,90.32,97.17,78.4,87.2,548,548,254.25,263.75,99.24,105.24,155,158.5,56,62,309,318,143.36,182.86,132.87,152.37
2018,1-349744874,Will Adams NHS Treatment Centre ,NTP,CARE UK PLC,SOUTH OF ENGLAND,NTP16,WILL ADAMS NHS TREATMENT CENTRE,INDEPENDENT SECTOR,IND,Treatment Centre without in-patient facilities,96.02,0,66.67,96.61,97.62,96.55,169,176,0,0,0,0,0,0,20,30,114,118,82,84,56,58
2018,1-358557034,North East London NHS Treatment Centre ,NTP,CARE UK PLC,LONDON,NTP15,NORTH EAST LONDON NHS TREATMENT CENTRE,INDEPENDENT SECTOR,IND,Acute/Specialist,99.65,93.33,80.49,94.49,73.46,84.2,566,568,272.09,291.53,102.37,110.81,169.72,180.72,66,82,223,236,130.08,177.08,113.32,134.59
2018,1-4317894001,Shepton Mallet NHS Treatment Centre ,NTP,CARE UK PLC,SOUTH OF ENGLAND,NTPH1,SHEPTON MALLETT TREATMENT CENTRE,INDEPENDENT SECTOR,IND,Acute/Specialist,100,99.16,100,100,100,100,672,672,236.18,238.18,116.59,116.59,119.6,121.6,104,104,388,388,268.86,268.86,212.37,212.37
2018,1-523658550,The Montefiore Hospital ,NT3,SPIRE HEALTHCARE,SOUTH OF ENGLAND,NT364,SPIRE MONTEFIORE HOSPITAL,INDEPENDENT SECTOR,IND,Acute/Specialist,95.86,94.82,89.19,94.64,88.93,92.34,510,532,233.24,245.97,104.81,116.59,128.43,129.38,66,74,318,336,208.86,234.86,162.86,176.37
2018,1-5587637271,Clifton Park Hospital ,NVC,RAMSAY HEALTH CARE UK,NORTH OF ENGLAND,NVC28,CLIFTON PARK TREATMENT CENTRE,INDEPENDENT SECTOR,IND,Acute/Specialist,99.8,81.66,95,95,88.54,80.26,491,492,142.03,173.93,85.13,114.59,56.9,59.34,76,80,266,280,177.84,200.86,128.71,160.37
2018,1-764278383,Nova Healthcare ,NYW,ASPEN HEALTHCARE LIMITED,NORTH OF ENGLAND,NYW25,NOVA HEALTHCARE UNIT,INDEPENDENT SECTOR,IND,Treatment Centre without in-patient facilities,99.79,0,78.57,95.42,86.08,93.55,483,484,0,0,0,0,0,0,44,56,271,284,136,158,116,124
2018,R0A07,Wythenshawe Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,NORTH OF ENGLAND,R0A07,WYTHENSHAWE HOSPITAL,ACUTE -TEACHING,NHS,Acute/Specialist,99.05,88.01,86.73,94.48,81.96,87.18,3857,3894,507.35,576.5,99.39,118.59,407.95,457.92,485.67,560,1833,1940,879.33,1072.86,659.37,756.37
2018,R0A09,Trafford General Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,NORTH OF ENGLAND,R0A09,TRAFFORD GENERAL HOSPITAL,ACUTE -TEACHING,NHS,Acute/Specialist,99.43,86.33,88.89,98.2,86.87,90.54,2786,2802,209.84,243.06,102.16,116.59,107.69,126.47,266.67,300,1202,1224,582,670,454.86,502.37
2018,R1AAN,Tenbury Community Hospital ,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MIDLANDS AND EAST OF ENGLAND,R1AAN,TENBURY COMMUNITY HOSPITAL,Small Community,NHS,Community,100,86.68,93.33,96.43,78.48,86.55,402,402,194.69,224.62,114.45,118.59,80.24,106.03,84,90,243,252,151.36,192.86,131.87,152.37
2018,R1ACG,Princess of Wales Community Hospital ,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MIDLANDS AND EAST OF ENGLAND,R1ACG,PRINCESS OF WALES HOSPITAL,Small Community,NHS,Community,99.23,93.81,88.99,97.83,76.52,85.58,1288,1298,247.23,263.53,114.63,118.59,132.6,144.94,194,218,767,784,413.86,540.86,320.37,374.37
2018,R1ACW,Pershore Community Hospital ,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MIDLANDS AND EAST OF ENGLAND,R1ACW,PERSHORE HOSPITAL,Small Community,NHS,Community,95.43,98.21,87.1,92.35,77.28,92.13,313,328,212.95,216.84,115.64,118.59,97.31,98.25,54,62,181,196,108.86,140.86,105.37,114.37
2018,R1C03,Western Community Hospital ,R1C,SOLENT NHS TRUST,SOUTH OF ENGLAND,R1C03,WESTERN COMMUNITY HOSPITAL,Small Community,NHS,Community,98.88,98.17,74.34,98.04,81.72,90.93,704,712,243.43,247.97,114.05,118.59,129.38,129.38,56.5,76,351,358,178.86,218.86,140.37,154.37
2018,R1CF2,St James Hospital ,R1C,SOLENT NHS TRUST,SOUTH OF ENGLAND,R1CF2,ST JAMES HOSPITAL,Small Community,NHS,Mixed Service,97.9,97.3,76.58,93.42,83.09,87.83,1210,1236,227.18,233.48,114.08,120.39,113.1,113.1,121,158,639,684,304.61,366.61,202.1,230.1
2018,R1D25,Bishop's Castle Community Hospital ,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,MIDLANDS AND EAST OF ENGLAND,R1D25,BISHOP'S CASTLE HOSPITAL,Small Community,NHS,Community,99.72,90.56,87.8,96.57,94.77,93.86,353,354,194.55,214.84,101.08,116.59,93.47,98.25,72,82,197,204,144.86,152.86,114.86,122.37
2018,R1D34,Whitchurch Community Hospital ,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,MIDLANDS AND EAST OF ENGLAND,R1D34,WHITCHURCH HOSPITAL,Small Community,NHS,Community,99.25,93.02,89.87,95.61,88.6,90.86,526,530,214.32,230.4,102.01,116.59,112.32,113.82,91.67,102,327,342,229.36,258.86,176.6,194.37
2018,R1F01,St Mary's Hospital ,R1F,ISLE OF WIGHT NHS TRUST,SOUTH OF ENGLAND,R1F01,ST MARY'S HOSPITAL,ACUTE -MULTI-SERVICE,NHS,Mixed Service,93.21,84.79,78.22,91.79,73.01,70.92,5412,5806,501.87,591.9,97.47,120.39,404.4,471.52,514.67,658,2302,2508,816.69,1118.61,523.43,738.1
2018,R1H12,The Royal London Hospital ,R1H,BARTS HEALTH NHS TRUST,LONDON,R1H12,THE ROYAL LONDON,ACUTE -TEACHING,NHS,Acute/Specialist,99.8,92.61,78.64,98.12,69.46,80.56,3012,3018,600.38,648.32,109.61,118.59,490.77,529.73,248.5,316,1511,1540,427.08,614.86,388.59,482.37
2018,R1HKH,Whipps Cross University Hospital ,R1H,BARTS HEALTH NHS TRUST,LONDON,R1HKH,WHIPPS CROSS UNIVERSITY HOSPITAL,ACUTE -TEACHING,NHS,Acute/Specialist,99.83,94.59,76.74,92.6,63.81,71.05,3007,3012,640.77,677.45,111.75,118.59,529.02,558.86,264,344,1326,1432,348.97,546.86,311.48,438.37
2018,R1HM0,St Bartholomew's Hospital ,R1H,BARTS HEALTH NHS TRUST,LONDON,R1HM0,ST BATHOLOMEWS HOSPITAL,ACUTE -TEACHING,NHS,Acute/Specialist,99.79,95.76,77.46,97.55,76.18,83.38,2806,2812,473.96,494.94,110.55,118.59,363.41,376.35,272.67,352,1352,1386,639.02,838.86,440.53,528.37
2018,R1HNH,Newham University Hospital ,R1H,BARTS HEALTH NHS TRUST,LONDON,R1HNH,NEWHAM GENERAL HOSPITAL,ACUTE -TEACHING,NHS,Acute/Specialist,99.55,97.16,81.55,94.72,63.32,77.25,3124,3138,588.68,605.88,107.72,118.59,480.96,487.29,251.17,308,1470,1552,409.58,646.86,357.2,462.37
2018,R1K01,Northwick Park Hospital ,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,LONDON,R1K01,NORTHWICK PARK AND ST MARK'S,ACUTE -LARGE,NHS,Acute/Specialist,97.64,84.23,70.64,92.84,85.44,80.78,2980,3052,372.48,442.22,111.86,118.59,260.62,323.63,275.5,390,1387,1494,750.91,878.86,493.03,610.37
2018,R1K02,Central Middlesex Hospital ,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,LONDON,R1K02,CENTRAL MIDDLESEX HOSPITAL,ACUTE -LARGE,NHS,Acute/Specialist,99.1,87.43,72.08,93.22,77.44,75,2097,2116,330.69,378.25,112.33,118.59,218.37,259.66,173,240,921,988,468.41,604.86,297.28,396.37
2018,R1K04,Ealing Hospital ,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,LONDON,R1K04,EALING HOSPITAL,ACUTE -LARGE,NHS,Acute/Specialist,98.26,95.21,62.88,94.04,78.25,79.69,3396,3456,362.87,381.13,114.22,118.59,248.65,262.54,193.67,308,1358,1444,632.91,808.86,414.67,520.37
2018,R1K68,Clayponds Hospital ,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,LONDON,R1K68,CLAYPONDS HOSPITAL,ACUTE -LARGE,NHS,Community,99.65,90.04,80,95.97,83.04,85.55,847,850,253.89,281.97,112.7,116.59,141.2,165.38,96,120,357,372,224.91,270.86,171.42,200.37
2018,RA201,Royal Surrey County Hospital ,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RA201,ROYAL SURREY COUNTY HOSPITAL,ACUTE -MEDIUM,NHS,Acute/Specialist,99.25,93.9,88.57,97.63,93.01,96.47,2904,2926,464.76,494.94,117.64,118.59,347.12,376.35,372,420,1521,1558,618.41,664.86,517.42,536.37
2018,RA219,Haslemere Hospital ,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RA219,HASLEMERE HOSPITAL,ACUTE -MEDIUM,NHS,Community,98.78,92.69,74.63,82.48,62.92,71.88,731,740,248.93,268.55,102.49,115.83,146.44,152.72,100,134,353,428,199.36,316.86,174.22,242.37
2018,RA224,Milford Hospital ,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RA224,MILFORD HOSPITAL,ACUTE -MEDIUM,NHS,Community,94.18,93.07,81.86,68.79,75.47,79.73,518,550,235.45,252.99,102.74,115.83,132.71,137.16,83.5,102,216,314,195.36,258.86,142.22,178.37
2018,RA301,Weston General Hospital ,RA3,WESTON AREA HEALTH NHS TRUST,SOUTH OF ENGLAND,RA301,WESTON GENERAL HOSPITAL,ACUTE -SMALL,NHS,Acute/Specialist,98.71,91.74,79.08,96.68,90.02,90.8,3141,3182,331.88,361.78,106.08,118.59,225.79,243.19,229.33,290,1309,1354,720.97,800.86,472.48,520.37
2018,RA430,Yeovil District Hospital ,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RA430,YEOVIL DISTRICT HOSPITAL,ACUTE -SMALL,NHS,Acute/Specialist,98.56,84.72,83.27,93.53,80.52,85.63,4098,4158,357.55,422.03,109.55,118.59,247.99,303.45,418,502,1820,1946,718.91,892.86,481.53,562.37
2018,RA773,South Bristol NHS Community Hospital ,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RA773,SOUTH BRISTOL COMMUNITY HOSPITAL,ACUTE -TEACHING,NHS,Acute/Specialist,98.6,89.98,92,94.24,88.72,91.04,1055,1070,209.11,232.4,113.86,118.59,95.25,113.82,138,150,556,590,337.91,380.86,253.42,278.37
2018,RA7C1,Bristol Royal Infirmary ,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RA701,BRISTOL ROYAL INFIRMARY,ACUTE -TEACHING,NHS,Acute/Specialist,99.81,92.06,90.71,93.72,80.97,80.42,4214,4222,622.21,675.88,116.89,118.59,505.32,557.29,410,452,1895,2022,844.41,1042.86,535.92,666.37
2018,RA901,Torbay Hospital ,RA9,TORBAY AND SOUTH DEVON HEALTH CARE NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RA901,TORBAY DISTRICT GENERAL HOSPITAL,ACUTE -MEDIUM,NHS,Acute/Specialist,99.78,92.81,91.2,98.5,86.97,96.42,3596,3604,343.8,370.44,109.57,118.59,234.23,251.85,426.83,468,1775,1802,710.45,816.86,582.72,604.37
2018,RA954,Brixham Hospital ,RA9,TORBAY AND SOUTH DEVON HEALTH CARE NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RA954,BRIXHAM HOSPITAL,ACUTE -MEDIUM,NHS,Community,100,94.65,92.86,93.46,84.4,91.95,538,538,192.2,203.06,107.23,116.59,84.97,86.47,78,84,286,306,167.84,198.86,140.11,152.37
2018,RA956,Dawlish Hospital ,RA9,TORBAY AND SOUTH DEVON HEALTH CARE NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RA956,DAWLISH HOSPITAL,ACUTE -MEDIUM,NHS,Community,100,95.12,90.85,95.86,0,92.23,606,606,211.76,222.62,107.23,116.59,104.53,106.03,92.67,102,347,362,0,0,98.11,106.37
2018,RA957,Newton Abbot Hospital ,RA9,TORBAY AND SOUTH DEVON HEALTH CARE NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RA957,NEWTON ABBOT HOSPITAL,ACUTE -MEDIUM,NHS,Community,99.91,92.63,95.59,95.74,87.65,92.59,1175,1176,197.15,212.84,107.23,116.59,89.92,96.25,166.33,174,651,680,333.84,380.86,278.11,300.37
2018,RA979,Totnes Hospital ,RA9,TORBAY AND SOUTH DEVON HEALTH CARE NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RA979,TOTNES HOSPITAL,ACUTE -MEDIUM,NHS,Community,100,91.15,92.67,97.34,89.87,95.4,638,638,195.82,214.84,105.91,116.59,89.92,98.25,92.67,100,403,414,239.84,266.86,202.6,212.37
2018,RAE01,Bradford Royal Infirmary ,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH OF ENGLAND,RAE01,BRADFORD ROYAL INFIRMARY,ACUTE -TEACHING,NHS,Acute/Specialist,96.99,84.2,77.13,89.92,75.39,75.57,2384,2458,552.45,656.1,105.8,118.59,446.65,537.51,271.5,352,1133,1260,454.47,602.86,356.98,472.37
2018,RAE05,St Luke's Hospital ,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH OF ENGLAND,RAE05,ST. LUKE'S HOSPITAL,ACUTE -TEACHING,NHS,Acute/Specialist,99.89,89.06,67.76,90.31,73.7,78.23,881,882,271.9,305.31,105.41,116.59,166.49,188.72,103,152,466,516,240.91,326.86,197.42,252.37
2018,RAJ01,Southend University Hospital ,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND,RAJ01,SOUTHEND HOSPITAL,ACUTE -MEDIUM,NHS,Acute/Specialist,98.93,91.74,71.36,85.3,70.41,80.26,2487,2514,1092.8,1191.24,110.97,118.59,981.83,1072.66,326.83,458,1230,1442,717.41,1018.86,558.92,696.37
2018,RAL01,The Royal Free Hospital ,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,LONDON,RAL01,ROYAL FREE HOSPITAL,ACUTE -TEACHING,NHS,Acute/Specialist,99.65,87.35,85.98,96.05,78.25,83.05,4263,4278,671.73,769.04,112.1,118.59,559.63,650.45,486.67,566,2117,2204,999.1,1276.86,764.36,920.37
2018,RAL26,Barnet General Hospital ,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,LONDON,RAL26,BARNET GENERAL HOSPITAL,ACUTE -TEACHING,NHS,Acute/Specialist,99.26,90.47,83.83,96.98,89.11,84.7,2672,2692,376.35,416,114.62,118.59,261.73,297.41,283.33,338,1414,1458,166.52,186.86,251.03,296.37
2018,RALC7,Chase Farm Hospital ,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,LONDON,RALC7,CHASE FARM HOSPITAL,ACUTE -TEACHING,NHS,Acute/Specialist,99.64,92.93,81.31,95.78,83.45,80.63,2463,2472,230.45,247.97,108.74,118.59,121.71,129.38,268.33,330,1272,1328,634.97,760.86,432.48,536.37
2018,RAN01,The Royal National Orthopaedic Hospital (Stanmore) ,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,LONDON,RAN01,THE ROYAL NATIONAL ORTHOPAEDIC HOSPITAL (STANMORE),ACUTE -SPECIALIST,NHS,Acute/Specialist,97.71,92.66,85.36,89.09,61.24,74.42,1579,1616,394.55,425.81,114.51,116.59,280.05,309.23,259.5,304,727,816,318.97,520.86,229.48,308.37
2018,RAPNM,North Middlesex University Hospital ,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,LONDON,RAPNM,NORTH MIDDLESEX HOSPITAL,ACUTE -SMALL,NHS,Acute/Specialist,95.23,82.94,88.12,94.83,87.71,86.95,2918,3064,584.74,705.01,108.09,118.59,476.65,586.42,435.33,494,1521,1604,830.52,946.86,595.03,684.37
2018,RAS01,The Hillingdon Hospital ,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,LONDON,RAS01,THE HILLINGDON HOSPITAL,ACUTE -MULTI-SERVICE,NHS,Acute/Specialist,98.89,96.41,84.3,88.89,72.35,81.99,2951,2984,535.24,555.19,118.59,118.59,416.65,436.6,376,446,1312,1476,457.86,632.86,411.87,502.37
2018,RAS02,Mount Vernon Hospital ,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,LONDON,RAS02,MOUNT VERNON HOSPITAL,ACUTE -MULTI-SERVICE,NHS,Acute/Specialist,99.49,97.56,86.49,85,60.9,69.6,774,778,215.23,220.62,118.59,118.59,96.64,102.03,128,148,408,480,206.36,338.86,172.87,248.37
2018,RAX01,Kingston Hospital ,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,LONDON,RAX01,KINGSTON HOSPITAL,ACUTE -SMALL,NHS,Acute/Specialist,97.54,90.14,84.85,93.89,79.08,88.97,2302,2360,814.49,903.55,108.57,114.81,705.92,788.74,298.67,352,1138,1212,571.81,723.08,443.59,498.59
2018,RBA11,Musgrove Park Hospital ,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RBA11,MUSGROVE PARK HOSPITAL,ACUTE -MEDIUM,NHS,Acute/Specialist,97.09,95.74,93.74,92.01,96.25,92.4,3268,3366,479.59,500.91,110.44,118.59,369.15,382.32,384.33,410,1485,1614,611.08,634.86,438.33,474.37
2018,RBD01,Dorset County Hospital ,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RBD01,DORSET COUNTY HOSPITAL,ACUTE -SMALL,NHS,Acute/Specialist,99.48,96.81,86.67,94.46,78.84,84.24,3281,3298,754.25,779.08,109.21,118.59,645.03,660.49,402.17,464,1672,1770,744.97,944.86,564.72,670.37
2018,RBK02,Manor Hospital ,RBK,WALSALL HEALTHCARE NHS TRUST,MIDLANDS AND EAST OF ENGLAND,RBK02,MANOR HOSPITAL,ACUTE -MEDIUM,NHS,Acute/Specialist,99.15,82,80.32,90.71,72,76.37,3502,3532,448.83,547.38,101.01,118.59,347.82,428.79,364.67,454,1631,1798,628.47,872.86,470.71,616.37
2018,RBL14,Arrowe Park Hospital ,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NORTH OF ENGLAND,RBL14,ARROWE PARK HOSPITAL,ACUTE -TEACHING,NHS,Acute/Specialist,99.39,75.51,80.57,95.58,78.49,87.37,3395,3416,409.14,541.87,71.27,117.08,337.87,424.79,311,386,1470,1538,627.06,798.86,494.82,566.37
2018,RBL20,Clatterbridge Hospital ,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NORTH OF ENGLAND,RBL20,CLATTERBRIDGE HOSPITAL,ACUTE -TEACHING,NHS,Acute/Specialist,96.73,68.64,73.96,91.3,68.48,77.05,1422,1470,131.78,191.98,71.27,117.08,60.52,74.91,142,192,588,644,232.06,338.86,189.82,246.37
2018,RBN01,Whiston Hospital ,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,NORTH OF ENGLAND,RBN01,WHISTON HOSPITAL,ACUTE -MEDIUM,NHS,Acute/Specialist,100,97.86,98.19,99.89,96.86,99.85,3664,3664,337.88,345.28,111.19,118.59,226.69,226.69,451.67,460,1766,1768,891.91,920.86,617.42,618.37
2018,RBN02,St Helens Hospital ,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,NORTH OF ENGLAND,RBN02,ST HELENS HOSPITAL,ACUTE -MEDIUM,NHS,Acute/Specialist,100,95.59,97.74,99.74,96.62,99.74,1338,1338,145.86,152.59,109.86,116.59,36,36,187.67,192,766,768,483.91,500.86,365.42,366.37
2018,RBN03,Newton Community Hospital ,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,NORTH OF ENGLAND,RBN03,NEWTON COMMUNITY HOSPITAL,ACUTE -MEDIUM,NHS,Acute/Specialist,100,91.1,97.76,99.51,98.73,98.04,678,678,190.45,209.06,100.48,118.59,89.97,90.47,101.67,104,404,406,267.41,270.86,210.17,214.37
2018,RBQHQ,Liverpool Heart and Chest Hospital ,RBQ,LIVERPOOL HEART AND CHEST NHS FOUNDATION TRUST,NORTH OF ENGLAND,RBQHQ,LIVERPOOL HEART AND CHEST HOSPITAL,ACUTE -SPECIALIST,NHS,Acute/Specialist,98.71,98.7,96.82,98.19,92.46,93.49,3056,3096,401.19,406.47,114.7,116.59,286.49,289.88,304,314,1414,1440,655.41,708.86,422.92,452.37
2018,RBS25,Alder Hey Children's Hospital ,RBS,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,NORTH OF ENGLAND,RBS25,CHILDREN'S HEALTH PARK,ACUTE -SPECIALIST,NHS,Mixed Service,93.81,92.94,74.86,92.96,0,83.15,2287,2438,246.74,265.48,102.86,114.68,143.88,150.81,262,350,1123,1208,0,0,189.9,228.39
2018,RBT20,Leighton Hospital ,RBT,THE MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,NORTH OF ENGLAND,RBT20,LEIGHTON HOSPITAL,ACUTE -SMALL,NHS,Acute/Specialist,98.3,92.72,82.71,93.57,71.03,72.96,3173,3228,728.74,785.92,110.97,118.59,617.76,667.33,377.17,456,1602,1712,655.47,922.86,474.48,650.37
2018,RBV01,The Christie Hospital,RBV,THE CHRISTIE NHS FOUNDATION TRUST,NORTH OF ENGLAND,RBV01,CHRISTIE HOSPITAL,ACUTE -SPECIALIST,NHS,Acute/Specialist,99.65,99.5,95.83,97.98,91.4,95.31,2294,2302,388.05,390,117.59,118.59,270.47,271.41,287.5,300,1164,1188,594.86,650.86,406.37,426.37
2018,RBZ12,North Devon District Hospital ,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,SOUTH OF ENGLAND,RBZ12,NORTH DEVON DISTRICT HOSPITAL,ACUTE -SMALL,NHS,Acute/Specialist,97.76,85.7,82.12,94.89,79.77,89.43,3224,3298,375.75,438.47,109.28,118.59,266.47,319.88,359.67,438,1522,1604,657.97,824.86,561.98,628.37
2018,RBZ99,South Molton Community Hospital ,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,SOUTH OF ENGLAND,RBZ99,SOUTH MOLTON HOSPITAL,ACUTE -SMALL,NHS,Community,97.97,89.07,72.34,96.36,79.62,86.48,482,492,281.45,316,97.82,116.59,183.62,199.41,68,94,318,330,204.52,256.86,173.28,200.37
2018,RC110,Bedford Hospital ,RC1,BEDFORD HOSPITAL NHS TRUST,MIDLANDS AND EAST OF ENGLAND,RC110,BEDFORD HOSPITAL SOUTH WING,ACUTE -SMALL,NHS,Acute/Specialist,99.48,92.28,78.21,94.68,76.15,82.04,4220,4242,650.33,704.76,106.73,118.59,543.6,586.17,458.33,586,1975,2086,777.4,1020.86,625.42,762.37
2018,RC971,Luton and Dunstable Hospital ,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND,RC971,LUTON AND DUNSTABLE HOSPITAL,ACUTE -MEDIUM,NHS,Acute/Specialist,94.94,85.59,77.19,88.74,74.58,79.9,2947,3104,753.18,879.98,105.44,118.59,647.74,761.39,341.17,442,1411,1590,640.58,858.86,486.09,608.37
2018,RCB07,Selby War Memorial Hospital ,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,NORTH OF ENGLAND,RCB07,THE NEW SELBY WAR MEMORIAL HOSPITAL,ACUTE -TEACHING,NHS,Community,100,83.81,85.45,98.46,78,78.43,796,796,279.56,333.56,100.94,118.59,178.62,214.97,94,110,449,456,239.36,306.86,186.95,238.37
2018,RCBCA,Scarborough Hospital ,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,NORTH OF ENGLAND,RCBCA,SCARBOROUGH HOSPITAL,ACUTE -TEACHING,NHS,Acute/Specialist,92.98,81.36,70.94,86.67,58.74,68.71,2475,2662,385.83,474.25,104.14,118.59,281.69,355.66,279.5,394,1066,1230,389.36,662.86,328.71,478.37
2018,RCBL8,Malton Community Hospital ,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,NORTH OF ENGLAND,RCBL8,MALTON AND NORTON HOSPITAL,ACUTE -TEACHING,NHS,Community,85.85,79.25,69.08,87.8,63.23,66.73,795,926,168.67,212.84,97.26,118.59,71.41,94.25,105,152,518,590,243.36,384.86,199.11,298.37
2018,RCBNH,Bridlington Hospital ,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,NORTH OF ENGLAND,RCBNH,BRIDLINGTON HOSPITAL,ACUTE -TEACHING,NHS,Acute/Specialist,96.87,70.12,77.11,87.1,52.45,50.2,1145,1182,184.79,263.53,95.31,118.59,89.48,144.94,128,166,547,628,191.36,364.86,129.71,258.37
2018,RCD01,Harrogate District Hospital ,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,NORTH OF ENGLAND,RCD01,HARROGATE DISTRICT HOSPITAL,ACUTE -SMALL,NHS,Acute/Specialist,99.93,88.71,75.95,96.48,73.5,89.04,2996,2998,560.74,632.1,104.45,118.59,456.29,513.51,358.5,472,1590,1648,700.34,952.86,653.87,734.37
2018,RCD02,Ripon and District Community Hospital ,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,NORTH OF ENGLAND,RCD02,RIPON COMMUNITY HOSPITAL,ACUTE -SMALL,NHS,Community,99.76,92.52,59.21,87.01,56.86,59.46,828,830,254.73,275.31,99.72,114.81,155,160.5,90,152,442,508,195.06,343.08,162.09,272.59
2018,RCF22,Airedale General Hospital ,RCF,AIREDALE NHS FOUNDATION TRUST,NORTH OF ENGLAND,RCF22,AIREDALE GENERAL HOSPITAL,ACUTE -SMALL,NHS,Acute/Specialist,97.2,90.57,80.53,89.03,72.5,83.34,2885,2968,448.26,494.94,95.98,116.59,352.28,378.35,349.5,434,1323,1486,540.02,744.86,417.03,500.37
